"","sym_h1","sym_h2","sym_h3","sym_others","asym1_h1","asym1_h2","asym1_h3","asym1_others","asym2_h1","asym2_h2","asym2_h3","asym2_others","source"
"1",1.42222222222222,3.28888888888889,3.51111111111111,91.7777777777778,2.53333333333333,2.57777777777778,0,94.8888888888889,7.37777777777778,8.66666666666667,0,83.9555555555556,"model"
"2",3.3,8,49.5,39.2,34.9,8.2,13.4,43.5,61.7,1.5,6.7,30.1,"experiment"
