"","sym_h1","sym_h2","sym_h3","sym_others","asym1_h1","asym1_h2","asym1_h3","asym1_others","asym2_h1","asym2_h2","asym2_h3","asym2_others","source"
"1",10.9777777777778,1.24444444444444,0.533333333333333,87.2444444444444,74.4,1.33333333333333,0.266666666666667,24,86.1777777777778,0.4,0.533333333333333,12.8888888888889,"model"
"2",3.3,8,49.5,39.2,34.9,8.2,13.4,43.5,61.7,1.5,6.7,30.1,"experiment"
