"","simCount","timestamp","model_type","vod_type","GOF_per_vod_type","RMSE_per_vod_type","NRMSE_per_vod_type","RSQ_per_vod_type","GOF_combined","RMSE_combined","NRMSE_combined","RSQ_combined","vod_params","vod_count","rounds_per_vod","players_count","util_max","util_none","p1_coop_cost","p2_coop_cost","p3_coop_cost","p1_params","p1_X","p1_players_per_state","p1_balancing","p1_prop_start","p1_epsilon_start","p1_epsilon_decay","p1_alpha","p1_gamma","p1_social_behavior","p2_params","p2_X","p2_players_per_state","p2_balancing","p2_prop_start","p2_epsilon_start","p2_epsilon_decay","p2_alpha","p2_gamma","p2_social_behavior","p3_params","p3_X","p3_players_per_state","p3_balancing","p3_prop_start","p3_epsilon_start","p3_epsilon_decay","p3_alpha","p3_gamma","p3_social_behavior"
"1",619,"2017-06-10 00:03:00","ClassicQ","sym","###",38.169221166333,167.3,0.172145457960361,"#",37.9557881205469,184,0.144435588860648,"###",10,150,3,80,0,50,50,50,"#####",2,1,"greedy",0,0.2,0.995,0.4,0.6,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.4,0.6,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.4,0.6,"altruistic"
"2",619,"2017-06-10 00:03:00","ClassicQ","asym1","###",30.6826679268787,181.5,0.555711571172471,"#",37.9557881205469,184,0.144435588860648,"###",10,150,3,80,0,30,50,50,"#####",2,1,"greedy",0,0.2,0.995,0.4,0.6,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.4,0.6,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.4,0.6,"altruistic"
"3",619,"2017-06-10 00:03:00","ClassicQ","asym2","###",43.8589785562774,159.8,0.0206874946830482,"#",37.9557881205469,184,0.144435588860648,"###",10,150,3,80,0,10,50,50,"#####",2,1,"greedy",0,0.2,0.995,0.4,0.6,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.4,0.6,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.4,0.6,"altruistic"
"1",620,"2017-06-10 00:04:18","ClassicQ","sym","###",37.7418203058623,165.4,0.155389914248222,"#",37.4442696995593,181.6,0.129948732097099,"###",10,150,3,80,0,50,50,50,"#####",3,1,"greedy",0,0.2,0.995,0.4,0.6,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.4,0.6,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.4,0.6,"altruistic"
"2",620,"2017-06-10 00:04:18","ClassicQ","asym1","###",29.8908848982428,176.8,0.522080118039877,"#",37.4442696995593,181.6,0.129948732097099,"###",10,150,3,80,0,30,50,50,"#####",3,1,"greedy",0,0.2,0.995,0.4,0.6,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.4,0.6,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.4,0.6,"altruistic"
"3",620,"2017-06-10 00:04:18","ClassicQ","asym2","###",43.4546890450271,158.3,0.0164563046072351,"#",37.4442696995593,181.6,0.129948732097099,"###",10,150,3,80,0,10,50,50,"#####",3,1,"greedy",0,0.2,0.995,0.4,0.6,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.4,0.6,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.4,0.6,"altruistic"
"1",621,"2017-06-10 00:05:10","ClassicQ","sym","###",36.9274890081149,161.8,0.157069480485686,"#",37.8076662811873,183.3,0.137953203825703,"###",10,150,3,80,0,50,50,50,"#####",2,1,"greedy",0,0.2,0.995,0.4,0.75,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.4,0.75,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.4,0.75,"altruistic"
"2",621,"2017-06-10 00:05:10","ClassicQ","asym1","###",33.1618673244503,196.2,0.532440358123508,"#",37.8076662811873,183.3,0.137953203825703,"###",10,150,3,80,0,30,50,50,"#####",2,1,"greedy",0,0.2,0.995,0.4,0.75,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.4,0.75,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.4,0.75,"altruistic"
"3",621,"2017-06-10 00:05:10","ClassicQ","asym2","###",42.7189653432758,155.6,0.0180281177752476,"#",37.8076662811873,183.3,0.137953203825703,"###",10,150,3,80,0,10,50,50,"#####",2,1,"greedy",0,0.2,0.995,0.4,0.75,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.4,0.75,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.4,0.75,"altruistic"
"1",622,"2017-06-10 00:06:29","ClassicQ","sym","###",35.6755518527745,156.4,0.181261004707805,"#",37.6641739588166,182.6,0.138427934166113,"###",10,150,3,80,0,50,50,50,"#####",3,1,"greedy",0,0.2,0.995,0.4,0.75,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.4,0.75,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.4,0.75,"altruistic"
"2",622,"2017-06-10 00:06:29","ClassicQ","asym1","###",30.5158155716016,180.5,0.535813024548901,"#",37.6641739588166,182.6,0.138427934166113,"###",10,150,3,80,0,30,50,50,"#####",3,1,"greedy",0,0.2,0.995,0.4,0.75,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.4,0.75,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.4,0.75,"altruistic"
"3",622,"2017-06-10 00:06:29","ClassicQ","asym2","###",45.2969093868445,165,0.0178266982973135,"#",37.6641739588166,182.6,0.138427934166113,"###",10,150,3,80,0,10,50,50,"#####",3,1,"greedy",0,0.2,0.995,0.4,0.75,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.4,0.75,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.4,0.75,"altruistic"
"1",623,"2017-06-10 00:07:21","ClassicQ","sym","###",36.8130487131337,161.3,0.142495098924673,"#",38.6162890213156,187.2,0.124229388168364,"###",10,150,3,80,0,50,50,50,"#####",2,1,"greedy",0,0.2,0.995,0.4,0.9,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.4,0.9,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.4,0.9,"altruistic"
"2",623,"2017-06-10 00:07:21","ClassicQ","asym1","###",31.7087176936845,187.6,0.538876406470504,"#",38.6162890213156,187.2,0.124229388168364,"###",10,150,3,80,0,30,50,50,"#####",2,1,"greedy",0,0.2,0.995,0.4,0.9,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.4,0.9,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.4,0.9,"altruistic"
"3",623,"2017-06-10 00:07:21","ClassicQ","asym2","###",45.967488510903,167.5,0.0143377826952619,"#",38.6162890213156,187.2,0.124229388168364,"###",10,150,3,80,0,10,50,50,"#####",2,1,"greedy",0,0.2,0.995,0.4,0.9,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.4,0.9,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.4,0.9,"altruistic"
"1",624,"2017-06-10 00:08:40","ClassicQ","sym","###",37.701539903711,165.2,0.165875662458426,"#",37.8267150354134,183.4,0.130648844575106,"###",10,150,3,80,0,50,50,50,"#####",3,1,"greedy",0,0.2,0.995,0.4,0.9,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.4,0.9,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.4,0.9,"altruistic"
"2",624,"2017-06-10 00:08:40","ClassicQ","asym1","###",30.566112317765,180.8,0.519747962308518,"#",37.8267150354134,183.4,0.130648844575106,"###",10,150,3,80,0,30,50,50,"#####",3,1,"greedy",0,0.2,0.995,0.4,0.9,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.4,0.9,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.4,0.9,"altruistic"
"3",624,"2017-06-10 00:08:40","ClassicQ","asym2","###",44.0100872275638,160.3,0.014280577725784,"#",37.8267150354134,183.4,0.130648844575106,"###",10,150,3,80,0,10,50,50,"#####",3,1,"greedy",0,0.2,0.995,0.4,0.9,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.4,0.9,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.4,0.9,"altruistic"
"1",625,"2017-06-10 00:09:33","ClassicQ","sym","###",35.4408035399249,155.3,0.156455509816153,"#",37.424655172958,181.5,0.1343361357824,"###",10,150,3,80,0,50,50,50,"#####",2,1,"greedy",0,0.2,0.995,0.55,0.6,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.55,0.6,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.55,0.6,"altruistic"
"2",625,"2017-06-10 00:09:33","ClassicQ","asym1","###",31.2987131435854,185.2,0.545603685488145,"#",37.424655172958,181.5,0.1343361357824,"###",10,150,3,80,0,30,50,50,"#####",2,1,"greedy",0,0.2,0.995,0.55,0.6,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.55,0.6,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.55,0.6,"altruistic"
"3",625,"2017-06-10 00:09:33","ClassicQ","asym2","###",44.341340129099,161.6,0.0175367610693856,"#",37.424655172958,181.5,0.1343361357824,"###",10,150,3,80,0,10,50,50,"#####",2,1,"greedy",0,0.2,0.995,0.55,0.6,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.55,0.6,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.55,0.6,"altruistic"
"1",626,"2017-06-10 00:10:51","ClassicQ","sym","###",37.7960976821682,165.7,0.157434272303993,"#",38.327671079396,185.8,0.128945837247602,"###",10,150,3,80,0,50,50,50,"#####",3,1,"greedy",0,0.2,0.995,0.55,0.6,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.55,0.6,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.55,0.6,"altruistic"
"2",626,"2017-06-10 00:10:51","ClassicQ","asym1","###",32.1070864452071,190,0.529137957963316,"#",38.327671079396,185.8,0.128945837247602,"###",10,150,3,80,0,30,50,50,"#####",3,1,"greedy",0,0.2,0.995,0.55,0.6,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.55,0.6,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.55,0.6,"altruistic"
"3",626,"2017-06-10 00:10:51","ClassicQ","asym2","###",44.1318604990897,160.8,0.0125078375811702,"#",38.327671079396,185.8,0.128945837247602,"###",10,150,3,80,0,10,50,50,"#####",3,1,"greedy",0,0.2,0.995,0.55,0.6,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.55,0.6,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.55,0.6,"altruistic"
"1",627,"2017-06-10 00:11:43","ClassicQ","sym","###",36.7225407617719,160.9,0.151320396211919,"#",37.9735434217035,184.1,0.133351110633307,"###",10,150,3,80,0,50,50,50,"#####",2,1,"greedy",0,0.2,0.995,0.55,0.75,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.55,0.75,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.55,0.75,"altruistic"
"2",627,"2017-06-10 00:11:43","ClassicQ","asym1","###",31.488331172039,186.3,0.545522682820973,"#",37.9735434217035,184.1,0.133351110633307,"###",10,150,3,80,0,30,50,50,"#####",2,1,"greedy",0,0.2,0.995,0.55,0.75,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.55,0.75,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.55,0.75,"altruistic"
"3",627,"2017-06-10 00:11:43","ClassicQ","asym2","###",44.5635501278792,162.4,0.0178810978697872,"#",37.9735434217035,184.1,0.133351110633307,"###",10,150,3,80,0,10,50,50,"#####",2,1,"greedy",0,0.2,0.995,0.55,0.75,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.55,0.75,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.55,0.75,"altruistic"
"1",628,"2017-06-10 00:13:02","ClassicQ","sym","###",36.2965486574749,159.1,0.181095803059901,"#",38.4378912205324,186.4,0.133098333265307,"###",10,150,3,80,0,50,50,50,"#####",3,1,"greedy",0,0.2,0.995,0.55,0.75,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.55,0.75,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.55,0.75,"altruistic"
"2",628,"2017-06-10 00:13:02","ClassicQ","asym1","###",32.7011467688826,193.5,0.525765659627087,"#",38.4378912205324,186.4,0.133098333265307,"###",10,150,3,80,0,30,50,50,"#####",3,1,"greedy",0,0.2,0.995,0.55,0.75,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.55,0.75,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.55,0.75,"altruistic"
"3",628,"2017-06-10 00:13:02","ClassicQ","asym2","###",45.2284202686762,164.8,0.011765033263922,"#",38.4378912205324,186.4,0.133098333265307,"###",10,150,3,80,0,10,50,50,"#####",3,1,"greedy",0,0.2,0.995,0.55,0.75,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.55,0.75,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.55,0.75,"altruistic"
"1",629,"2017-06-10 00:13:54","ClassicQ","sym","###",37.4338750331835,164.1,0.161558822470729,"#",38.2914166960768,185.7,0.129531872099858,"###",10,150,3,80,0,50,50,50,"#####",2,1,"greedy",0,0.2,0.995,0.55,0.9,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.55,0.9,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.55,0.9,"altruistic"
"2",629,"2017-06-10 00:13:54","ClassicQ","asym1","###",32.2907537505364,191,0.525987989763768,"#",38.2914166960768,185.7,0.129531872099858,"###",10,150,3,80,0,30,50,50,"#####",2,1,"greedy",0,0.2,0.995,0.55,0.9,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.55,0.9,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.55,0.9,"altruistic"
"3",629,"2017-06-10 00:13:54","ClassicQ","asym2","###",44.2121024155151,161.1,0.0123125507556471,"#",38.2914166960768,185.7,0.129531872099858,"###",10,150,3,80,0,10,50,50,"#####",2,1,"greedy",0,0.2,0.995,0.55,0.9,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.55,0.9,"altruistic","#####",2,1,"greedy",0,0.2,0.995,0.55,0.9,"altruistic"
"1",630,"2017-06-10 00:15:13","ClassicQ","sym","###",36.6823527053541,160.8,0.156961910283875,"#",37.7170410449333,182.9,0.130233366416116,"###",10,150,3,80,0,50,50,50,"#####",3,1,"greedy",0,0.2,0.995,0.55,0.9,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.55,0.9,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.55,0.9,"altruistic"
"2",630,"2017-06-10 00:15:13","ClassicQ","asym1","###",31.5152255972323,186.5,0.532440358123508,"#",37.7170410449333,182.9,0.130233366416116,"###",10,150,3,80,0,30,50,50,"#####",3,1,"greedy",0,0.2,0.995,0.55,0.9,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.55,0.9,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.55,0.9,"altruistic"
"3",630,"2017-06-10 00:15:13","ClassicQ","asym2","###",43.9194844130838,160,0.0139506135556433,"#",37.7170410449333,182.9,0.130233366416116,"###",10,150,3,80,0,10,50,50,"#####",3,1,"greedy",0,0.2,0.995,0.55,0.9,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.55,0.9,"altruistic","#####",3,1,"greedy",0,0.2,0.995,0.55,0.9,"altruistic"
"1",631,"2017-06-10 00:16:05","ClassicQ","sym","###",36.5784620902641,160.3,0.164581687714565,"#",37.9811746741676,184.2,0.123133842930715,"###",10,150,3,80,0,50,50,50,"#####",2,1,"greedy",0,0.2,1,0.25,0.6,"altruistic","#####",2,1,"greedy",0,0.2,1,0.25,0.6,"altruistic","#####",2,1,"greedy",0,0.2,1,0.25,0.6,"altruistic"
"2",631,"2017-06-10 00:16:05","ClassicQ","asym1","###",30.129968469947,178.3,0.504846967427219,"#",37.9811746741676,184.2,0.123133842930715,"###",10,150,3,80,0,30,50,50,"#####",2,1,"greedy",0,0.2,1,0.25,0.6,"altruistic","#####",2,1,"greedy",0,0.2,1,0.25,0.6,"altruistic","#####",2,1,"greedy",0,0.2,1,0.25,0.6,"altruistic"
"3",631,"2017-06-10 00:16:05","ClassicQ","asym2","###",45.6279519592979,166.2,0.0127372965769825,"#",37.9811746741676,184.2,0.123133842930715,"###",10,150,3,80,0,10,50,50,"#####",2,1,"greedy",0,0.2,1,0.25,0.6,"altruistic","#####",2,1,"greedy",0,0.2,1,0.25,0.6,"altruistic","#####",2,1,"greedy",0,0.2,1,0.25,0.6,"altruistic"
"1",632,"2017-06-10 00:17:24","ClassicQ","sym","###",36.0755457339179,158.1,0.170840463255691,"#",36.9162365161797,179,0.1329389935028,"###",10,150,3,80,0,50,50,50,"#####",3,1,"greedy",0,0.2,1,0.25,0.6,"altruistic","#####",3,1,"greedy",0,0.2,1,0.25,0.6,"altruistic","#####",3,1,"greedy",0,0.2,1,0.25,0.6,"altruistic"
"2",632,"2017-06-10 00:17:24","ClassicQ","asym1","###",30.5625678822241,180.8,0.52907133798573,"#",36.9162365161797,179,0.1329389935028,"###",10,150,3,80,0,30,50,50,"#####",3,1,"greedy",0,0.2,1,0.25,0.6,"altruistic","#####",3,1,"greedy",0,0.2,1,0.25,0.6,"altruistic","#####",3,1,"greedy",0,0.2,1,0.25,0.6,"altruistic"
"3",632,"2017-06-10 00:17:24","ClassicQ","asym2","###",43.0454411058825,156.8,0.0128657693482571,"#",36.9162365161797,179,0.1329389935028,"###",10,150,3,80,0,10,50,50,"#####",3,1,"greedy",0,0.2,1,0.25,0.6,"altruistic","#####",3,1,"greedy",0,0.2,1,0.25,0.6,"altruistic","#####",3,1,"greedy",0,0.2,1,0.25,0.6,"altruistic"
"1",633,"2017-06-10 00:18:16","ClassicQ","sym","###",34.5747258364642,151.5,0.161417255037208,"#",36.3773841015826,176.4,0.123668638515957,"###",10,150,3,80,0,50,50,50,"#####",2,1,"greedy",0,0.2,1,0.25,0.75,"altruistic","#####",2,1,"greedy",0,0.2,1,0.25,0.75,"altruistic","#####",2,1,"greedy",0,0.2,1,0.25,0.75,"altruistic"
"2",633,"2017-06-10 00:18:16","ClassicQ","asym1","###",27.6824954719685,163.8,0.550587581407645,"#",36.3773841015826,176.4,0.123668638515957,"###",10,150,3,80,0,30,50,50,"#####",2,1,"greedy",0,0.2,1,0.25,0.75,"altruistic","#####",2,1,"greedy",0,0.2,1,0.25,0.75,"altruistic","#####",2,1,"greedy",0,0.2,1,0.25,0.75,"altruistic"
"3",633,"2017-06-10 00:18:16","ClassicQ","asym2","###",44.8130561332298,163.3,0.0110818064912651,"#",36.3773841015826,176.4,0.123668638515957,"###",10,150,3,80,0,10,50,50,"#####",2,1,"greedy",0,0.2,1,0.25,0.75,"altruistic","#####",2,1,"greedy",0,0.2,1,0.25,0.75,"altruistic","#####",2,1,"greedy",0,0.2,1,0.25,0.75,"altruistic"
"1",634,"2017-06-10 00:19:35","ClassicQ","sym","###",35.2718883972933,154.6,0.170604139898596,"#",36.9807908094039,179.3,0.126705061542374,"###",10,150,3,80,0,50,50,50,"#####",3,1,"greedy",0,0.2,1,0.25,0.75,"altruistic","#####",3,1,"greedy",0,0.2,1,0.25,0.75,"altruistic","#####",3,1,"greedy",0,0.2,1,0.25,0.75,"altruistic"
"2",634,"2017-06-10 00:19:35","ClassicQ","asym1","###",28.930539419636,171.2,0.553412227329647,"#",36.9807908094039,179.3,0.126705061542374,"###",10,150,3,80,0,30,50,50,"#####",3,1,"greedy",0,0.2,1,0.25,0.75,"altruistic","#####",3,1,"greedy",0,0.2,1,0.25,0.75,"altruistic","#####",3,1,"greedy",0,0.2,1,0.25,0.75,"altruistic"
"3",634,"2017-06-10 00:19:35","ClassicQ","asym2","###",44.9628117942422,163.8,0.00965722060154857,"#",36.9807908094039,179.3,0.126705061542374,"###",10,150,3,80,0,10,50,50,"#####",3,1,"greedy",0,0.2,1,0.25,0.75,"altruistic","#####",3,1,"greedy",0,0.2,1,0.25,0.75,"altruistic","#####",3,1,"greedy",0,0.2,1,0.25,0.75,"altruistic"
"1",635,"2017-06-10 00:20:36","ClassicQ","sym","###",36.2627831866839,158.9,0.14811257813597,"#",37.3338690437755,181,0.135255361390629,"###",10,150,3,80,0,50,50,50,"#####",2,1,"greedy",0,0.2,1,0.25,0.9,"altruistic","#####",2,1,"greedy",0,0.2,1,0.25,0.9,"altruistic","#####",2,1,"greedy",0,0.2,1,0.25,0.9,"altruistic"
"2",635,"2017-06-10 00:20:36","ClassicQ","asym1","###",31.0264851018896,183.6,0.529038105666083,"#",37.3338690437755,181,0.135255361390629,"###",10,150,3,80,0,30,50,50,"#####",2,1,"greedy",0,0.2,1,0.25,0.9,"altruistic","#####",2,1,"greedy",0,0.2,1,0.25,0.9,"altruistic","#####",2,1,"greedy",0,0.2,1,0.25,0.9,"altruistic"
"3",635,"2017-06-10 00:20:36","ClassicQ","asym2","###",43.6327985706981,159,0.0226597977230982,"#",37.3338690437755,181,0.135255361390629,"###",10,150,3,80,0,10,50,50,"#####",2,1,"greedy",0,0.2,1,0.25,0.9,"altruistic","#####",2,1,"greedy",0,0.2,1,0.25,0.9,"altruistic","#####",2,1,"greedy",0,0.2,1,0.25,0.9,"altruistic"
"1",636,"2017-06-10 00:21:57","ClassicQ","sym","###",35.6499259777944,156.2,0.152123558446367,"#",36.5483089744093,177.2,0.125498118377806,"###",10,150,3,80,0,50,50,50,"#####",3,1,"greedy",0,0.2,1,0.25,0.9,"altruistic","#####",3,1,"greedy",0,0.2,1,0.25,0.9,"altruistic","#####",3,1,"greedy",0,0.2,1,0.25,0.9,"altruistic"
"2",636,"2017-06-10 00:21:57","ClassicQ","asym1","###",29.345612960032,173.6,0.511314369180801,"#",36.5483089744093,177.2,0.125498118377806,"###",10,150,3,80,0,30,50,50,"#####",3,1,"greedy",0,0.2,1,0.25,0.9,"altruistic","#####",3,1,"greedy",0,0.2,1,0.25,0.9,"altruistic","#####",3,1,"greedy",0,0.2,1,0.25,0.9,"altruistic"
"3",636,"2017-06-10 00:21:57","ClassicQ","asym2","###",43.3042081609218,157.8,0.0153448611529,"#",36.5483089744093,177.2,0.125498118377806,"###",10,150,3,80,0,10,50,50,"#####",3,1,"greedy",0,0.2,1,0.25,0.9,"altruistic","#####",3,1,"greedy",0,0.2,1,0.25,0.9,"altruistic","#####",3,1,"greedy",0,0.2,1,0.25,0.9,"altruistic"
"1",637,"2017-06-10 00:22:49","ClassicQ","sym","###",36.2622469733407,158.9,0.170648994704705,"#",37.5102850093342,181.9,0.137382370759246,"###",10,150,3,80,0,50,50,50,"#####",2,1,"greedy",0,0.2,1,0.4,0.6,"altruistic","#####",2,1,"greedy",0,0.2,1,0.4,0.6,"altruistic","#####",2,1,"greedy",0,0.2,1,0.4,0.6,"altruistic"
"2",637,"2017-06-10 00:22:49","ClassicQ","asym1","###",32.69596475272,193.4,0.526055292571847,"#",37.5102850093342,181.9,0.137382370759246,"###",10,150,3,80,0,30,50,50,"#####",2,1,"greedy",0,0.2,1,0.4,0.6,"altruistic","#####",2,1,"greedy",0,0.2,1,0.4,0.6,"altruistic","#####",2,1,"greedy",0,0.2,1,0.4,0.6,"altruistic"
"3",637,"2017-06-10 00:22:49","ClassicQ","asym2","###",42.8612619713627,156.2,0.0149915728892438,"#",37.5102850093342,181.9,0.137382370759246,"###",10,150,3,80,0,10,50,50,"#####",2,1,"greedy",0,0.2,1,0.4,0.6,"altruistic","#####",2,1,"greedy",0,0.2,1,0.4,0.6,"altruistic","#####",2,1,"greedy",0,0.2,1,0.4,0.6,"altruistic"
"1",638,"2017-06-10 00:24:07","ClassicQ","sym","###",33.9564345072395,148.8,0.14404899883376,"#",37.3327529716795,181,0.117374544703659,"###",10,150,3,80,0,50,50,50,"#####",3,1,"greedy",0,0.2,1,0.4,0.6,"altruistic","#####",3,1,"greedy",0,0.2,1,0.4,0.6,"altruistic","#####",3,1,"greedy",0,0.2,1,0.4,0.6,"altruistic"
"2",638,"2017-06-10 00:24:07","ClassicQ","asym1","###",32.181749486316,190.4,0.512877767753917,"#",37.3327529716795,181,0.117374544703659,"###",10,150,3,80,0,30,50,50,"#####",3,1,"greedy",0,0.2,1,0.4,0.6,"altruistic","#####",3,1,"greedy",0,0.2,1,0.4,0.6,"altruistic","#####",3,1,"greedy",0,0.2,1,0.4,0.6,"altruistic"
"3",638,"2017-06-10 00:24:07","ClassicQ","asym2","###",44.6374157953716,162.6,0.00971156212735918,"#",37.3327529716795,181,0.117374544703659,"###",10,150,3,80,0,10,50,50,"#####",3,1,"greedy",0,0.2,1,0.4,0.6,"altruistic","#####",3,1,"greedy",0,0.2,1,0.4,0.6,"altruistic","#####",3,1,"greedy",0,0.2,1,0.4,0.6,"altruistic"
"1",639,"2017-06-10 00:25:04","ClassicQ","sym","###",35.8520958631121,157.1,0.155307230465139,"#",37.3155860594868,180.9,0.128188389392486,"###",10,150,3,80,0,50,50,50,"#####",2,1,"greedy",0,0.2,1,0.4,0.75,"altruistic","#####",2,1,"greedy",0,0.2,1,0.4,0.75,"altruistic","#####",2,1,"greedy",0,0.2,1,0.4,0.75,"altruistic"
"2",639,"2017-06-10 00:25:04","ClassicQ","asym1","###",30.6900001810217,181.6,0.532440358123508,"#",37.3155860594868,180.9,0.128188389392486,"###",10,150,3,80,0,30,50,50,"#####",2,1,"greedy",0,0.2,1,0.4,0.75,"altruistic","#####",2,1,"greedy",0,0.2,1,0.4,0.75,"altruistic","#####",2,1,"greedy",0,0.2,1,0.4,0.75,"altruistic"
"3",639,"2017-06-10 00:25:04","ClassicQ","asym2","###",44.1600498188125,160.9,0.0139604169664038,"#",37.3155860594868,180.9,0.128188389392486,"###",10,150,3,80,0,10,50,50,"#####",2,1,"greedy",0,0.2,1,0.4,0.75,"altruistic","#####",2,1,"greedy",0,0.2,1,0.4,0.75,"altruistic","#####",2,1,"greedy",0,0.2,1,0.4,0.75,"altruistic"
"1",640,"2017-06-10 00:26:28","ClassicQ","sym","###",36.6935583205312,160.8,0.178318144778732,"#",37.0132258643973,179.5,0.127290275832279,"###",10,150,3,80,0,50,50,50,"#####",3,1,"greedy",0,0.2,1,0.4,0.75,"altruistic","#####",3,1,"greedy",0,0.2,1,0.4,0.75,"altruistic","#####",3,1,"greedy",0,0.2,1,0.4,0.75,"altruistic"
"2",640,"2017-06-10 00:26:28","ClassicQ","asym1","###",27.9143232847304,165.2,0.523951845549135,"#",37.0132258643973,179.5,0.127290275832279,"###",10,150,3,80,0,30,50,50,"#####",3,1,"greedy",0,0.2,1,0.4,0.75,"altruistic","#####",3,1,"greedy",0,0.2,1,0.4,0.75,"altruistic","#####",3,1,"greedy",0,0.2,1,0.4,0.75,"altruistic"
"3",640,"2017-06-10 00:26:28","ClassicQ","asym2","###",44.5455946194458,162.3,0.0113943462994172,"#",37.0132258643973,179.5,0.127290275832279,"###",10,150,3,80,0,10,50,50,"#####",3,1,"greedy",0,0.2,1,0.4,0.75,"altruistic","#####",3,1,"greedy",0,0.2,1,0.4,0.75,"altruistic","#####",3,1,"greedy",0,0.2,1,0.4,0.75,"altruistic"
"1",641,"2017-06-10 00:27:21","ClassicQ","sym","###",37.4351364956032,164.1,0.180813047025405,"#",37.2699760009463,180.7,0.138408349110528,"###",10,150,3,80,0,50,50,50,"#####",2,1,"greedy",0,0.2,1,0.4,0.9,"altruistic","#####",2,1,"greedy",0,0.2,1,0.4,0.9,"altruistic","#####",2,1,"greedy",0,0.2,1,0.4,0.9,"altruistic"
