"","sym_h1","sym_h2","sym_h3","sym_others","asym1_h1","asym1_h2","asym1_h3","asym1_others","asym2_h1","asym2_h2","asym2_h3","asym2_others","source"
"1",4.88888888888889,3.68888888888889,1.37777777777778,90.0444444444444,51.0222222222222,2,1.46666666666667,45.5111111111111,63.3333333333333,2.08888888888889,0.177777777777778,34.4,"model"
"2",3.3,8,49.5,39.2,34.9,8.2,13.4,43.5,61.7,1.5,6.7,30.1,"experiment"
