"","sym_h1","sym_h2","sym_h3","asym1_h1","asym1_h2","asym1_h3","asym2_h1","asym2_h2","asym2_h3","source"
"1",1.82222222222222,2.26666666666667,3.91111111111111,1.82222222222222,2.88888888888889,4.31111111111111,1.28888888888889,2.13333333333333,4.8,"model"
"2",3.3,8,49.5,34.9,8.2,13.4,61.7,1.5,6.7,"experiment"
