"","simCount","timestamp","model_type","vod_type","GOF_per_vod_type","RMSE_per_vod_type","NRMSE_per_vod_type","RSQ_per_vod_type","GOF_combined","RMSE_combined","NRMSE_combined","RSQ_combined","vod_params","vod_count","rounds_per_vod","players_count","util_max","util_none","p1_coop_cost","p2_coop_cost","p3_coop_cost","p1_params","p1_X","p1_balancing","p1_prop_start","p1_epsilon_start","p1_epsilon_decay","p1_alpha","p1_gamma","p1_social_behavior","p2_params","p2_X","p2_balancing","p2_prop_start","p2_epsilon_start","p2_epsilon_decay","p2_alpha","p2_gamma","p2_social_behavior","p3_params","p3_X","p3_balancing","p3_prop_start","p3_epsilon_start","p3_epsilon_decay","p3_alpha","p3_gamma","p3_social_behavior"
"2",24,"2017-06-11 01:14:06","CoordinateX","asym1","###",24.158354892482,142.9,0.356820294085623,"#",32.7731427984697,158.9,0.11389231628284,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,1,0.4,0.9,"selfish","#####",3,"greedy",0,0.05,1,0.4,0.9,"selfish","#####",3,"greedy",0,0.05,1,0.4,0.9,"selfish"
"3",24,"2017-06-11 01:14:06","CoordinateX","asym2","###",38.6223740567275,140.7,0.00979527270108679,"#",32.7731427984697,158.9,0.11389231628284,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,1,0.4,0.9,"selfish","#####",3,"greedy",0,0.05,1,0.4,0.9,"selfish","#####",3,"greedy",0,0.05,1,0.4,0.9,"selfish"
"1",25,"2017-06-11 01:14:25","CoordinateX","sym","###",34.2927024954938,150.3,0.213668183550884,"#",35.3984619879326,171.6,0.121801801358218,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,1,0.55,0.6,"selfish","#####",3,"greedy",0,0.05,1,0.55,0.6,"selfish","#####",3,"greedy",0,0.05,1,0.55,0.6,"selfish"
"2",25,"2017-06-11 01:14:25","CoordinateX","asym1","###",25.4551566485064,150.6,0.429744189043496,"#",35.3984619879326,171.6,0.121801801358218,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,1,0.55,0.6,"selfish","#####",3,"greedy",0,0.05,1,0.55,0.6,"selfish","#####",3,"greedy",0,0.05,1,0.55,0.6,"selfish"
"3",25,"2017-06-11 01:14:25","CoordinateX","asym2","###",43.9908955226975,160.3,0.0116190685846191,"#",35.3984619879326,171.6,0.121801801358218,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,1,0.55,0.6,"selfish","#####",3,"greedy",0,0.05,1,0.55,0.6,"selfish","#####",3,"greedy",0,0.05,1,0.55,0.6,"selfish"
"1",26,"2017-06-11 01:14:46","CoordinateX","sym","###",29.6660205922159,130,0.184292346508636,"#",32.2511153984547,156.4,0.0991659635415709,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,1,0.55,0.75,"selfish","#####",3,"greedy",0,0.05,1,0.55,0.75,"selfish","#####",3,"greedy",0,0.05,1,0.55,0.75,"selfish"
"2",26,"2017-06-11 01:14:46","CoordinateX","asym1","###",25.2040230474775,149.1,0.514921048927484,"#",32.2511153984547,156.4,0.0991659635415709,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,1,0.55,0.75,"selfish","#####",3,"greedy",0,0.05,1,0.55,0.75,"selfish","#####",3,"greedy",0,0.05,1,0.55,0.75,"selfish"
"3",26,"2017-06-11 01:14:46","CoordinateX","asym2","###",40.0635467448624,146,0.000436859005638436,"#",32.2511153984547,156.4,0.0991659635415709,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,1,0.55,0.75,"selfish","#####",3,"greedy",0,0.05,1,0.55,0.75,"selfish","#####",3,"greedy",0,0.05,1,0.55,0.75,"selfish"
"1",27,"2017-06-11 01:15:05","CoordinateX","sym","###",26.9839561385815,118.3,0.305796965542008,"#",32.3504135871438,156.9,0.146415456154378,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,1,0.55,0.9,"selfish","#####",3,"greedy",0,0.05,1,0.55,0.9,"selfish","#####",3,"greedy",0,0.05,1,0.55,0.9,"selfish"
"2",27,"2017-06-11 01:15:05","CoordinateX","asym1","###",25.0145180067718,148,0.482979831971666,"#",32.3504135871438,156.9,0.146415456154378,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,1,0.55,0.9,"selfish","#####",3,"greedy",0,0.05,1,0.55,0.9,"selfish","#####",3,"greedy",0,0.05,1,0.55,0.9,"selfish"
"3",27,"2017-06-11 01:15:05","CoordinateX","asym2","###",42.2585822973012,154,0.0104536341824887,"#",32.3504135871438,156.9,0.146415456154378,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,1,0.55,0.9,"selfish","#####",3,"greedy",0,0.05,1,0.55,0.9,"selfish","#####",3,"greedy",0,0.05,1,0.55,0.9,"selfish"
"1",28,"2017-06-11 01:15:25","CoordinateX","sym","###",39.0550252848465,171.2,0.172145457960362,"#",37.8557838430321,183.6,0.130317188134583,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.1,0.98,0.25,0.6,"selfish","#####",3,"greedy",0,0.1,0.98,0.25,0.6,"selfish","#####",3,"greedy",0,0.1,0.98,0.25,0.6,"selfish"
"2",28,"2017-06-11 01:15:25","CoordinateX","asym1","###",28.720656522982,169.9,0.532440358123508,"#",37.8557838430321,183.6,0.130317188134583,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.1,0.98,0.25,0.6,"selfish","#####",3,"greedy",0,0.1,0.98,0.25,0.6,"selfish","#####",3,"greedy",0,0.1,0.98,0.25,0.6,"selfish"
"3",28,"2017-06-11 01:15:25","CoordinateX","asym2","###",44.1475933658903,160.8,0.0129429277631649,"#",37.8557838430321,183.6,0.130317188134583,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.1,0.98,0.25,0.6,"selfish","#####",3,"greedy",0,0.1,0.98,0.25,0.6,"selfish","#####",3,"greedy",0,0.1,0.98,0.25,0.6,"selfish"
"1",29,"2017-06-11 01:15:45","CoordinateX","sym","###",37.4222230469781,164,0.172145457960362,"#",37.239430516392,180.6,0.0962036888400865,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.1,0.98,0.25,0.75,"selfish","#####",3,"greedy",0,0.1,0.98,0.25,0.75,"selfish","#####",3,"greedy",0,0.1,0.98,0.25,0.75,"selfish"
"2",29,"2017-06-11 01:15:45","CoordinateX","asym1","###",25.8730554824899,153.1,0.301448817917102,"#",37.239430516392,180.6,0.0962036888400865,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.1,0.98,0.25,0.75,"selfish","#####",3,"greedy",0,0.1,0.98,0.25,0.75,"selfish","#####",3,"greedy",0,0.1,0.98,0.25,0.75,"selfish"
"3",29,"2017-06-11 01:15:45","CoordinateX","asym2","###",45.7218523003802,166.6,0.014330970530581,"#",37.239430516392,180.6,0.0962036888400865,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.1,0.98,0.25,0.75,"selfish","#####",3,"greedy",0,0.1,0.98,0.25,0.75,"selfish","#####",3,"greedy",0,0.1,0.98,0.25,0.75,"selfish"
"1",30,"2017-06-11 01:16:05","CoordinateX","sym","###",29.6950332547381,130.1,0.187738085227022,"#",33.8412853271354,164.1,0.0995386318005197,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.1,0.98,0.25,0.9,"selfish","#####",3,"greedy",0,0.1,0.98,0.25,0.9,"selfish","#####",3,"greedy",0,0.1,0.98,0.25,0.9,"selfish"
"2",30,"2017-06-11 01:16:05","CoordinateX","asym1","###",19.2065816265617,113.6,0.49558870855025,"#",33.8412853271354,164.1,0.0995386318005197,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.1,0.98,0.25,0.9,"selfish","#####",3,"greedy",0,0.1,0.98,0.25,0.9,"selfish","#####",3,"greedy",0,0.1,0.98,0.25,0.9,"selfish"
"3",30,"2017-06-11 01:16:05","CoordinateX","asym2","###",46.7440905355961,170.3,0.0153448611529,"#",33.8412853271354,164.1,0.0995386318005197,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.1,0.98,0.25,0.9,"selfish","#####",3,"greedy",0,0.1,0.98,0.25,0.9,"selfish","#####",3,"greedy",0,0.1,0.98,0.25,0.9,"selfish"
"1",31,"2017-06-11 01:16:25","CoordinateX","sym","###",38.0413590714107,166.7,0.186947449605375,"#",31.8340488575781,154.4,0.131046410728734,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.1,0.98,0.4,0.6,"selfish","#####",3,"greedy",0,0.1,0.98,0.4,0.6,"selfish","#####",3,"greedy",0,0.1,0.98,0.4,0.6,"selfish"
"2",31,"2017-06-11 01:16:25","CoordinateX","asym1","###",20.2919934949723,120.1,0.532440358123508,"#",31.8340488575781,154.4,0.131046410728734,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.1,0.98,0.4,0.6,"selfish","#####",3,"greedy",0,0.1,0.98,0.4,0.6,"selfish","#####",3,"greedy",0,0.1,0.98,0.4,0.6,"selfish"
"3",31,"2017-06-11 01:16:25","CoordinateX","asym2","###",34.3701905726459,125.2,0.0121501571165426,"#",31.8340488575781,154.4,0.131046410728734,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.1,0.98,0.4,0.6,"selfish","#####",3,"greedy",0,0.1,0.98,0.4,0.6,"selfish","#####",3,"greedy",0,0.1,0.98,0.4,0.6,"selfish"
"1",32,"2017-06-11 01:16:44","CoordinateX","sym","###",30.2738519371274,132.7,0.203235023556359,"#",33.1146045882634,160.6,0.13867063810075,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.1,0.98,0.4,0.75,"selfish","#####",3,"greedy",0,0.1,0.98,0.4,0.75,"selfish","#####",3,"greedy",0,0.1,0.98,0.4,0.75,"selfish"
"2",32,"2017-06-11 01:16:44","CoordinateX","asym1","###",26.6479830381213,157.7,0.508590577522262,"#",33.1146045882634,160.6,0.13867063810075,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.1,0.98,0.4,0.75,"selfish","#####",3,"greedy",0,0.1,0.98,0.4,0.75,"selfish","#####",3,"greedy",0,0.1,0.98,0.4,0.75,"selfish"
"3",32,"2017-06-11 01:16:44","CoordinateX","asym2","###",40.7812456896549,148.6,0.0153448611529,"#",33.1146045882634,160.6,0.13867063810075,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.1,0.98,0.4,0.75,"selfish","#####",3,"greedy",0,0.1,0.98,0.4,0.75,"selfish","#####",3,"greedy",0,0.1,0.98,0.4,0.75,"selfish"
"1",33,"2017-06-11 01:17:04","CoordinateX","sym","###",32.3548983068166,141.8,0.177258653302181,"#",37.9133173123855,183.8,0.130492970545905,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.1,0.98,0.4,0.9,"selfish","#####",3,"greedy",0,0.1,0.98,0.4,0.9,"selfish","#####",3,"greedy",0,0.1,0.98,0.4,0.9,"selfish"
"2",33,"2017-06-11 01:17:04","CoordinateX","asym1","###",32.8695823588382,194.5,0.522866541398342,"#",37.9133173123855,183.8,0.130492970545905,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.1,0.98,0.4,0.9,"selfish","#####",3,"greedy",0,0.1,0.98,0.4,0.9,"selfish","#####",3,"greedy",0,0.1,0.98,0.4,0.9,"selfish"
"3",33,"2017-06-11 01:17:04","CoordinateX","asym2","###",46.7440905355961,170.3,0.0153448611529,"#",37.9133173123855,183.8,0.130492970545905,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.1,0.98,0.4,0.9,"selfish","#####",3,"greedy",0,0.1,0.98,0.4,0.9,"selfish","#####",3,"greedy",0,0.1,0.98,0.4,0.9,"selfish"
"1",34,"2017-06-11 01:17:23","CoordinateX","sym","###",25.5606142336212,112,0.19848690843944,"#",30.6426717721111,148.6,0.130312514444103,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.1,0.98,0.55,0.6,"selfish","#####",3,"greedy",0,0.1,0.98,0.55,0.6,"selfish","#####",3,"greedy",0,0.1,0.98,0.55,0.6,"selfish"
"2",34,"2017-06-11 01:17:23","CoordinateX","asym1","###",30.5002459006481,180.5,0.532440358123508,"#",30.6426717721111,148.6,0.130312514444103,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.1,0.98,0.55,0.6,"selfish","#####",3,"greedy",0,0.1,0.98,0.55,0.6,"selfish","#####",3,"greedy",0,0.1,0.98,0.55,0.6,"selfish"
"3",34,"2017-06-11 01:17:23","CoordinateX","asym2","###",35.1185136359727,127.9,0.00170495830101382,"#",30.6426717721111,148.6,0.130312514444103,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.1,0.98,0.55,0.6,"selfish","#####",3,"greedy",0,0.1,0.98,0.55,0.6,"selfish","#####",3,"greedy",0,0.1,0.98,0.55,0.6,"selfish"
"1",35,"2017-06-11 01:17:43","CoordinateX","sym","###",33.4095046356572,146.4,0.143662503943068,"#",34.4522105940216,167,0.126002303639927,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.1,0.98,0.55,0.75,"selfish","#####",3,"greedy",0,0.1,0.98,0.55,0.75,"selfish","#####",3,"greedy",0,0.1,0.98,0.55,0.75,"selfish"
"2",35,"2017-06-11 01:17:43","CoordinateX","asym1","###",30.3943251282209,179.8,0.528939315198783,"#",34.4522105940216,167,0.126002303639927,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.1,0.98,0.55,0.75,"selfish","#####",3,"greedy",0,0.1,0.98,0.55,0.75,"selfish","#####",3,"greedy",0,0.1,0.98,0.55,0.75,"selfish"
"3",35,"2017-06-11 01:17:43","CoordinateX","asym2","###",38.9981338584867,142.1,0.00883106678704751,"#",34.4522105940216,167,0.126002303639927,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.1,0.98,0.55,0.75,"selfish","#####",3,"greedy",0,0.1,0.98,0.55,0.75,"selfish","#####",3,"greedy",0,0.1,0.98,0.55,0.75,"selfish"
"1",36,"2017-06-11 01:18:03","CoordinateX","sym","###",30.5335061858281,133.8,0.210089356857431,"#",33.1830947588946,160.9,0.128026337583872,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.1,0.98,0.55,0.9,"selfish","#####",3,"greedy",0,0.1,0.98,0.55,0.9,"selfish","#####",3,"greedy",0,0.1,0.98,0.55,0.9,"selfish"
"2",36,"2017-06-11 01:18:03","CoordinateX","asym1","###",25.927537912849,153.4,0.432385883084162,"#",33.1830947588946,160.9,0.128026337583872,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.1,0.98,0.55,0.9,"selfish","#####",3,"greedy",0,0.1,0.98,0.55,0.9,"selfish","#####",3,"greedy",0,0.1,0.98,0.55,0.9,"selfish"
"3",36,"2017-06-11 01:18:03","CoordinateX","asym2","###",41.2167576491785,150.2,0.0153448611529,"#",33.1830947588946,160.9,0.128026337583872,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.1,0.98,0.55,0.9,"selfish","#####",3,"greedy",0,0.1,0.98,0.55,0.9,"selfish","#####",3,"greedy",0,0.1,0.98,0.55,0.9,"selfish"
"1",37,"2017-06-11 01:18:22","CoordinateX","sym","###",27.3252122081828,119.8,0.285679610590341,"#",31.1370804311801,151,0.143609889258359,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.1,0.995,0.25,0.6,"selfish","#####",3,"greedy",0,0.1,0.995,0.25,0.6,"selfish","#####",3,"greedy",0,0.1,0.995,0.25,0.6,"selfish"
"2",37,"2017-06-11 01:18:22","CoordinateX","asym1","###",28.4264841301206,168.2,0.508341334784313,"#",31.1370804311801,151,0.143609889258359,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.1,0.995,0.25,0.6,"selfish","#####",3,"greedy",0,0.1,0.995,0.25,0.6,"selfish","#####",3,"greedy",0,0.1,0.995,0.25,0.6,"selfish"
"3",37,"2017-06-11 01:18:22","CoordinateX","asym2","###",36.7943081346981,134.1,0.000143700436164108,"#",31.1370804311801,151,0.143609889258359,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.1,0.995,0.25,0.6,"selfish","#####",3,"greedy",0,0.1,0.995,0.25,0.6,"selfish","#####",3,"greedy",0,0.1,0.995,0.25,0.6,"selfish"
"1",38,"2017-06-11 01:18:42","CoordinateX","sym","###",29.9074591216157,131.1,0.230297082614573,"#",32.0400675081362,155.4,0.143473567597098,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.1,0.995,0.25,0.75,"selfish","#####",3,"greedy",0,0.1,0.995,0.25,0.75,"selfish","#####",3,"greedy",0,0.1,0.995,0.25,0.75,"selfish"
"2",38,"2017-06-11 01:18:42","CoordinateX","asym1","###",28.431955808757,168.2,0.507022072200673,"#",32.0400675081362,155.4,0.143473567597098,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.1,0.995,0.25,0.75,"selfish","#####",3,"greedy",0,0.1,0.995,0.25,0.75,"selfish","#####",3,"greedy",0,0.1,0.995,0.25,0.75,"selfish"
"3",38,"2017-06-11 01:18:42","CoordinateX","asym2","###",37.1061390548189,135.2,0.00503642101266029,"#",32.0400675081362,155.4,0.143473567597098,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.1,0.995,0.25,0.75,"selfish","#####",3,"greedy",0,0.1,0.995,0.25,0.75,"selfish","#####",3,"greedy",0,0.1,0.995,0.25,0.75,"selfish"
"1",39,"2017-06-11 01:19:02","CoordinateX","sym","###",35.2290993987136,154.4,0.206369920552398,"#",33.7897255915989,163.8,0.149301939765429,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.1,0.995,0.25,0.9,"selfish","#####",3,"greedy",0,0.1,0.995,0.25,0.9,"selfish","#####",3,"greedy",0,0.1,0.995,0.25,0.9,"selfish"
"2",39,"2017-06-11 01:19:02","CoordinateX","asym1","###",30.8937875811806,182.8,0.516711916075524,"#",33.7897255915989,163.8,0.149301939765429,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.1,0.995,0.25,0.9,"selfish","#####",3,"greedy",0,0.1,0.995,0.25,0.9,"selfish","#####",3,"greedy",0,0.1,0.995,0.25,0.9,"selfish"
"3",39,"2017-06-11 01:19:02","CoordinateX","asym2","###",35.0673795871763,127.8,0.00643184632649198,"#",33.7897255915989,163.8,0.149301939765429,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.1,0.995,0.25,0.9,"selfish","#####",3,"greedy",0,0.1,0.995,0.25,0.9,"selfish","#####",3,"greedy",0,0.1,0.995,0.25,0.9,"selfish"
"1",40,"2017-06-11 01:19:22","CoordinateX","sym","###",25.9929584481815,113.9,0.225247033218796,"#",32.4160911117143,157.2,0.116822314841672,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.1,0.995,0.4,0.6,"selfish","#####",3,"greedy",0,0.1,0.995,0.4,0.6,"selfish","#####",3,"greedy",0,0.1,0.995,0.4,0.6,"selfish"
"2",40,"2017-06-11 01:19:22","CoordinateX","asym1","###",25.0476989406656,148.2,0.467340779640057,"#",32.4160911117143,157.2,0.116822314841672,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.1,0.995,0.4,0.6,"selfish","#####",3,"greedy",0,0.1,0.995,0.4,0.6,"selfish","#####",3,"greedy",0,0.1,0.995,0.4,0.6,"selfish"
"3",40,"2017-06-11 01:19:22","CoordinateX","asym2","###",43.0045088075399,156.7,0.00806840200610511,"#",32.4160911117143,157.2,0.116822314841672,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.1,0.995,0.4,0.6,"selfish","#####",3,"greedy",0,0.1,0.995,0.4,0.6,"selfish","#####",3,"greedy",0,0.1,0.995,0.4,0.6,"selfish"
"1",41,"2017-06-11 01:19:41","CoordinateX","sym","###",31.5850791074238,138.4,0.225865309955106,"#",33.6979117937486,163.4,0.123897159122694,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.1,0.995,0.4,0.75,"selfish","#####",3,"greedy",0,0.1,0.995,0.4,0.75,"selfish","#####",3,"greedy",0,0.1,0.995,0.4,0.75,"selfish"
"2",41,"2017-06-11 01:19:41","CoordinateX","asym1","###",24.8255804452674,146.9,0.441806399521273,"#",33.6979117937486,163.4,0.123897159122694,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.1,0.995,0.4,0.75,"selfish","#####",3,"greedy",0,0.1,0.995,0.4,0.75,"selfish","#####",3,"greedy",0,0.1,0.995,0.4,0.75,"selfish"
"3",41,"2017-06-11 01:19:41","CoordinateX","asym2","###",42.3405374447599,154.3,0.00920757120070251,"#",33.6979117937486,163.4,0.123897159122694,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.1,0.995,0.4,0.75,"selfish","#####",3,"greedy",0,0.1,0.995,0.4,0.75,"selfish","#####",3,"greedy",0,0.1,0.995,0.4,0.75,"selfish"
"1",42,"2017-06-11 01:20:01","CoordinateX","sym","###",26.1534042823407,114.6,0.339510320887158,"#",30.555189896802,148.2,0.149305174437266,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.1,0.995,0.4,0.9,"selfish","#####",3,"greedy",0,0.1,0.995,0.4,0.9,"selfish","#####",3,"greedy",0,0.1,0.995,0.4,0.9,"selfish"
"2",42,"2017-06-11 01:20:01","CoordinateX","asym1","###",26.0685740990096,154.2,0.468179674000608,"#",30.555189896802,148.2,0.149305174437266,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.1,0.995,0.4,0.9,"selfish","#####",3,"greedy",0,0.1,0.995,0.4,0.9,"selfish","#####",3,"greedy",0,0.1,0.995,0.4,0.9,"selfish"
"3",42,"2017-06-11 01:20:01","CoordinateX","asym2","###",37.9115784131679,138.1,0.00136967568934009,"#",30.555189896802,148.2,0.149305174437266,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.1,0.995,0.4,0.9,"selfish","#####",3,"greedy",0,0.1,0.995,0.4,0.9,"selfish","#####",3,"greedy",0,0.1,0.995,0.4,0.9,"selfish"
"1",43,"2017-06-11 01:20:21","CoordinateX","sym","###",30.00760088896,131.5,0.215536444324266,"#",32.0334200484432,155.3,0.128634507808253,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.1,0.995,0.55,0.6,"selfish","#####",3,"greedy",0,0.1,0.995,0.55,0.6,"selfish","#####",3,"greedy",0,0.1,0.995,0.55,0.6,"selfish"
"2",43,"2017-06-11 01:20:21","CoordinateX","asym1","###",23.5770250691454,139.5,0.480312124506764,"#",32.0334200484432,155.3,0.128634507808253,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.1,0.995,0.55,0.6,"selfish","#####",3,"greedy",0,0.1,0.995,0.55,0.6,"selfish","#####",3,"greedy",0,0.1,0.995,0.55,0.6,"selfish"
"3",43,"2017-06-11 01:20:21","CoordinateX","asym2","###",40.2751508721914,146.7,0.0101255684714475,"#",32.0334200484432,155.3,0.128634507808253,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.1,0.995,0.55,0.6,"selfish","#####",3,"greedy",0,0.1,0.995,0.55,0.6,"selfish","#####",3,"greedy",0,0.1,0.995,0.55,0.6,"selfish"
"1",44,"2017-06-11 01:20:40","CoordinateX","sym","###",29.6495362526971,129.9,0.24184350786627,"#",30.9551826570824,150.1,0.0927865201222668,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.1,0.995,0.55,0.75,"selfish","#####",3,"greedy",0,0.1,0.995,0.55,0.75,"selfish","#####",3,"greedy",0,0.1,0.995,0.55,0.75,"selfish"
"2",44,"2017-06-11 01:20:40","CoordinateX","asym1","###",23.5022102979462,139,0.385590048643605,"#",30.9551826570824,150.1,0.0927865201222668,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.1,0.995,0.55,0.75,"selfish","#####",3,"greedy",0,0.1,0.995,0.55,0.75,"selfish","#####",3,"greedy",0,0.1,0.995,0.55,0.75,"selfish"
"3",44,"2017-06-11 01:20:40","CoordinateX","asym2","###",37.9897500796085,138.4,0.00458452506938533,"#",30.9551826570824,150.1,0.0927865201222668,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.1,0.995,0.55,0.75,"selfish","#####",3,"greedy",0,0.1,0.995,0.55,0.75,"selfish","#####",3,"greedy",0,0.1,0.995,0.55,0.75,"selfish"
"1",45,"2017-06-11 01:21:00","CoordinateX","sym","###",33.0704718912675,144.9,0.226134275146508,"#",33.2537271650919,161.2,0.126435053219922,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.1,0.995,0.55,0.9,"selfish","#####",3,"greedy",0,0.1,0.995,0.55,0.9,"selfish","#####",3,"greedy",0,0.1,0.995,0.55,0.9,"selfish"
"2",45,"2017-06-11 01:21:00","CoordinateX","asym1","###",24.1050594043842,142.6,0.445806226966756,"#",33.2537271650919,161.2,0.126435053219922,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.1,0.995,0.55,0.9,"selfish","#####",3,"greedy",0,0.1,0.995,0.55,0.9,"selfish","#####",3,"greedy",0,0.1,0.995,0.55,0.9,"selfish"
"3",45,"2017-06-11 01:21:00","CoordinateX","asym2","###",40.5304960629784,147.7,0.00756606162425662,"#",33.2537271650919,161.2,0.126435053219922,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.1,0.995,0.55,0.9,"selfish","#####",3,"greedy",0,0.1,0.995,0.55,0.9,"selfish","#####",3,"greedy",0,0.1,0.995,0.55,0.9,"selfish"
"1",46,"2017-06-11 01:21:20","CoordinateX","sym","###",30.1674125138,132.2,0.240732224301578,"#",32.4610478824949,157.4,0.112102187669179,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.1,1,0.25,0.6,"selfish","#####",3,"greedy",0,0.1,1,0.25,0.6,"selfish","#####",3,"greedy",0,0.1,1,0.25,0.6,"selfish"
"2",46,"2017-06-11 01:21:20","CoordinateX","asym1","###",26.9641428567644,159.5,0.473905486865927,"#",32.4610478824949,157.4,0.112102187669179,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.1,1,0.25,0.6,"selfish","#####",3,"greedy",0,0.1,1,0.25,0.6,"selfish","#####",3,"greedy",0,0.1,1,0.25,0.6,"selfish"
"3",46,"2017-06-11 01:21:20","CoordinateX","asym2","###",39.0387129796963,142.2,0.00139391995678925,"#",32.4610478824949,157.4,0.112102187669179,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.1,1,0.25,0.6,"selfish","#####",3,"greedy",0,0.1,1,0.25,0.6,"selfish","#####",3,"greedy",0,0.1,1,0.25,0.6,"selfish"
"1",47,"2017-06-11 01:21:39","CoordinateX","sym","###",30.1849944324807,132.3,0.205575386869747,"#",32.7728885242394,158.9,0.12626729678065,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.1,1,0.25,0.75,"selfish","#####",3,"greedy",0,0.1,1,0.25,0.75,"selfish","#####",3,"greedy",0,0.1,1,0.25,0.75,"selfish"
