"","simCount","timestamp","model_type","vod_type","GOF_per_vod_type","RMSE_per_vod_type","NRMSE_per_vod_type","RSQ_per_vod_type","GOF_combined","RMSE_combined","NRMSE_combined","RSQ_combined","vod_params","vod_count","rounds_per_vod","players_count","util_max","util_none","p1_coop_cost","p2_coop_cost","p3_coop_cost","p1_params","p1_X","p1_balancing","p1_prop_start","p1_epsilon_start","p1_epsilon_decay","p1_alpha","p1_gamma","p1_social_behavior","p2_params","p2_X","p2_balancing","p2_prop_start","p2_epsilon_start","p2_epsilon_decay","p2_alpha","p2_gamma","p2_social_behavior","p3_params","p3_X","p3_balancing","p3_prop_start","p3_epsilon_start","p3_epsilon_decay","p3_alpha","p3_gamma","p3_social_behavior"
"1",1,"2017-06-11 01:06:28","CoordinateX","sym","###",38.6735697860955,169.5,0.172145457960362,"#",38.8176076886078,188.2,0.14076870507462,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.98,0.25,0.6,"selfish","#####",3,"greedy",0,0.05,0.98,0.25,0.6,"selfish","#####",3,"greedy",0,0.05,0.98,0.25,0.6,"selfish"
"2",1,"2017-06-11 01:06:28","CoordinateX","asym1","###",34.1213276412276,201.9,0.532440358123508,"#",38.8176076886078,188.2,0.14076870507462,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.98,0.25,0.6,"selfish","#####",3,"greedy",0,0.05,0.98,0.25,0.6,"selfish","#####",3,"greedy",0,0.05,0.98,0.25,0.6,"selfish"
"3",1,"2017-06-11 01:06:28","CoordinateX","asym2","###",43.1336295713681,157.2,0.0153448611529,"#",38.8176076886078,188.2,0.14076870507462,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.98,0.25,0.6,"selfish","#####",3,"greedy",0,0.05,0.98,0.25,0.6,"selfish","#####",3,"greedy",0,0.05,0.98,0.25,0.6,"selfish"
"1",2,"2017-06-11 01:06:50","CoordinateX","sym","###",38.2948429948472,167.8,0.172145457960362,"#",39.7423554261045,192.7,0.133268884403364,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.98,0.25,0.75,"selfish","#####",3,"greedy",0,0.05,0.98,0.25,0.75,"selfish","#####",3,"greedy",0,0.05,0.98,0.25,0.75,"selfish"
"2",2,"2017-06-11 01:06:50","CoordinateX","asym1","###",32.9675513868477,195,0.52609938656985,"#",39.7423554261045,192.7,0.133268884403364,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.98,0.25,0.75,"selfish","#####",3,"greedy",0,0.05,0.98,0.25,0.75,"selfish","#####",3,"greedy",0,0.05,0.98,0.25,0.75,"selfish"
"3",2,"2017-06-11 01:06:50","CoordinateX","asym2","###",46.7440905355961,170.3,0.0153448611529,"#",39.7423554261045,192.7,0.133268884403364,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.98,0.25,0.75,"selfish","#####",3,"greedy",0,0.05,0.98,0.25,0.75,"selfish","#####",3,"greedy",0,0.05,0.98,0.25,0.75,"selfish"
"1",3,"2017-06-11 01:07:11","CoordinateX","sym","###",39.439130314955,172.9,0.172145457960361,"#",40.2045602720222,194.9,0.134856861583447,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.98,0.25,0.9,"selfish","#####",3,"greedy",0,0.05,0.98,0.25,0.9,"selfish","#####",3,"greedy",0,0.05,0.98,0.25,0.9,"selfish"
"2",3,"2017-06-11 01:07:11","CoordinateX","asym1","###",33.2981230702272,197,0.532440358123508,"#",40.2045602720222,194.9,0.134856861583447,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.98,0.25,0.9,"selfish","#####",3,"greedy",0,0.05,0.98,0.25,0.9,"selfish","#####",3,"greedy",0,0.05,0.98,0.25,0.9,"selfish"
"3",3,"2017-06-11 01:07:11","CoordinateX","asym2","###",46.7440905355961,170.3,0.0153448611529,"#",40.2045602720222,194.9,0.134856861583447,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.98,0.25,0.9,"selfish","#####",3,"greedy",0,0.05,0.98,0.25,0.9,"selfish","#####",3,"greedy",0,0.05,0.98,0.25,0.9,"selfish"
"1",4,"2017-06-11 01:07:31","CoordinateX","sym","###",36.4277900632043,159.7,0.192827003080644,"#",36.222731761924,175.6,0.117510060740207,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.98,0.4,0.6,"selfish","#####",3,"greedy",0,0.05,0.98,0.4,0.6,"selfish","#####",3,"greedy",0,0.05,0.98,0.4,0.6,"selfish"
"2",4,"2017-06-11 01:07:31","CoordinateX","asym1","###",21.4234684400076,126.7,0.511178943315227,"#",36.222731761924,175.6,0.117510060740207,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.98,0.4,0.6,"selfish","#####",3,"greedy",0,0.05,0.98,0.4,0.6,"selfish","#####",3,"greedy",0,0.05,0.98,0.4,0.6,"selfish"
"3",4,"2017-06-11 01:07:31","CoordinateX","asym2","###",46.3714351729597,168.9,0.0153448611529,"#",36.222731761924,175.6,0.117510060740207,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.98,0.4,0.6,"selfish","#####",3,"greedy",0,0.05,0.98,0.4,0.6,"selfish","#####",3,"greedy",0,0.05,0.98,0.4,0.6,"selfish"
"1",5,"2017-06-11 01:07:51","CoordinateX","sym","###",34.9075843398601,153,0.172145457960362,"#",35.819806232286,173.7,0.130489070737653,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.98,0.4,0.75,"selfish","#####",3,"greedy",0,0.05,0.98,0.4,0.75,"selfish","#####",3,"greedy",0,0.05,0.98,0.4,0.75,"selfish"
"2",5,"2017-06-11 01:07:51","CoordinateX","asym1","###",29.7477076614503,176,0.528872775520834,"#",35.819806232286,173.7,0.130489070737653,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.98,0.4,0.75,"selfish","#####",3,"greedy",0,0.05,0.98,0.4,0.75,"selfish","#####",3,"greedy",0,0.05,0.98,0.4,0.75,"selfish"
"3",5,"2017-06-11 01:07:51","CoordinateX","asym2","###",41.7816945563485,152.2,0.00975365623585413,"#",35.819806232286,173.7,0.130489070737653,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.98,0.4,0.75,"selfish","#####",3,"greedy",0,0.05,0.98,0.4,0.75,"selfish","#####",3,"greedy",0,0.05,0.98,0.4,0.75,"selfish"
"1",6,"2017-06-11 01:08:11","CoordinateX","sym","###",30.7633530176554,134.8,0.121262796433553,"#",36.2342328417428,175.7,0.114374263374391,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.98,0.4,0.9,"selfish","#####",3,"greedy",0,0.05,0.98,0.4,0.9,"selfish","#####",3,"greedy",0,0.05,0.98,0.4,0.9,"selfish"
"2",6,"2017-06-11 01:08:11","CoordinateX","asym1","###",32.2934203824866,191.1,0.506089278469824,"#",36.2342328417428,175.7,0.114374263374391,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.98,0.4,0.9,"selfish","#####",3,"greedy",0,0.05,0.98,0.4,0.9,"selfish","#####",3,"greedy",0,0.05,0.98,0.4,0.9,"selfish"
"3",6,"2017-06-11 01:08:11","CoordinateX","asym2","###",44.15325582559,160.9,0.0142843426845135,"#",36.2342328417428,175.7,0.114374263374391,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.98,0.4,0.9,"selfish","#####",3,"greedy",0,0.05,0.98,0.4,0.9,"selfish","#####",3,"greedy",0,0.05,0.98,0.4,0.9,"selfish"
"1",7,"2017-06-11 01:08:31","CoordinateX","sym","###",32.8958879564672,144.2,0.172145457960362,"#",37.4121835968108,181.4,0.136310747081135,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.98,0.55,0.6,"selfish","#####",3,"greedy",0,0.05,0.98,0.55,0.6,"selfish","#####",3,"greedy",0,0.05,0.98,0.55,0.6,"selfish"
"2",7,"2017-06-11 01:08:31","CoordinateX","asym1","###",34.1213276412276,201.9,0.532440358123508,"#",37.4121835968108,181.4,0.136310747081135,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.98,0.55,0.6,"selfish","#####",3,"greedy",0,0.05,0.98,0.55,0.6,"selfish","#####",3,"greedy",0,0.05,0.98,0.55,0.6,"selfish"
"3",7,"2017-06-11 01:08:31","CoordinateX","asym2","###",44.1883468801448,161,0.0153448611528999,"#",37.4121835968108,181.4,0.136310747081135,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.98,0.55,0.6,"selfish","#####",3,"greedy",0,0.05,0.98,0.55,0.6,"selfish","#####",3,"greedy",0,0.05,0.98,0.55,0.6,"selfish"
"1",8,"2017-06-11 01:08:51","CoordinateX","sym","###",37.9189266725734,166.2,0.172145457960361,"#",39.8012562615805,193,0.135751056021726,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.98,0.55,0.75,"selfish","#####",3,"greedy",0,0.05,0.98,0.55,0.75,"selfish","#####",3,"greedy",0,0.05,0.98,0.55,0.75,"selfish"
"2",8,"2017-06-11 01:08:51","CoordinateX","asym1","###",34.1213276412276,201.9,0.532440358123508,"#",39.8012562615805,193,0.135751056021726,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.98,0.55,0.75,"selfish","#####",3,"greedy",0,0.05,0.98,0.55,0.75,"selfish","#####",3,"greedy",0,0.05,0.98,0.55,0.75,"selfish"
"3",8,"2017-06-11 01:08:51","CoordinateX","asym2","###",46.3714351729597,168.9,0.0153448611529,"#",39.8012562615805,193,0.135751056021726,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.98,0.55,0.75,"selfish","#####",3,"greedy",0,0.05,0.98,0.55,0.75,"selfish","#####",3,"greedy",0,0.05,0.98,0.55,0.75,"selfish"
"1",9,"2017-06-11 01:09:11","CoordinateX","sym","###",37.2988754671118,163.5,0.172145457960362,"#",36.3562771593695,176.3,0.0921149104552552,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.98,0.55,0.9,"selfish","#####",3,"greedy",0,0.05,0.98,0.55,0.9,"selfish","#####",3,"greedy",0,0.05,0.98,0.55,0.9,"selfish"
"2",9,"2017-06-11 01:09:11","CoordinateX","asym1","###",34.1213276412276,201.9,0.532440358123508,"#",36.3562771593695,176.3,0.0921149104552552,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.98,0.55,0.9,"selfish","#####",3,"greedy",0,0.05,0.98,0.55,0.9,"selfish","#####",3,"greedy",0,0.05,0.98,0.55,0.9,"selfish"
"3",9,"2017-06-11 01:09:11","CoordinateX","asym2","###",37.548176461122,136.8,0.0519530312221223,"#",36.3562771593695,176.3,0.0921149104552552,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.98,0.55,0.9,"selfish","#####",3,"greedy",0,0.05,0.98,0.55,0.9,"selfish","#####",3,"greedy",0,0.05,0.98,0.55,0.9,"selfish"
"1",10,"2017-06-11 01:09:31","CoordinateX","sym","###",39.0550252848465,171.2,0.172145457960362,"#",38.5578353472633,187,0.134674233066853,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.995,0.25,0.6,"selfish","#####",3,"greedy",0,0.05,0.995,0.25,0.6,"selfish","#####",3,"greedy",0,0.05,0.995,0.25,0.6,"selfish"
"2",10,"2017-06-11 01:09:31","CoordinateX","asym1","###",32.8316158603259,194.2,0.526077415951702,"#",38.5578353472633,187,0.134674233066853,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.995,0.25,0.6,"selfish","#####",3,"greedy",0,0.05,0.995,0.25,0.6,"selfish","#####",3,"greedy",0,0.05,0.995,0.25,0.6,"selfish"
"3",10,"2017-06-11 01:09:31","CoordinateX","asym2","###",43.0918785851812,157,0.0115405695637325,"#",38.5578353472633,187,0.134674233066853,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.995,0.25,0.6,"selfish","#####",3,"greedy",0,0.05,0.995,0.25,0.6,"selfish","#####",3,"greedy",0,0.05,0.995,0.25,0.6,"selfish"
"1",11,"2017-06-11 01:09:51","CoordinateX","sym","###",38.6735697860955,169.5,0.172145457960362,"#",37.7601985242741,183.1,0.144117869196413,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.995,0.25,0.75,"selfish","#####",3,"greedy",0,0.05,0.995,0.25,0.75,"selfish","#####",3,"greedy",0,0.05,0.995,0.25,0.75,"selfish"
"2",11,"2017-06-11 01:09:51","CoordinateX","asym1","###",33.7085300777118,199.4,0.532440358123508,"#",37.7601985242741,183.1,0.144117869196413,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.995,0.25,0.75,"selfish","#####",3,"greedy",0,0.05,0.995,0.25,0.75,"selfish","#####",3,"greedy",0,0.05,0.995,0.25,0.75,"selfish"
"3",11,"2017-06-11 01:09:51","CoordinateX","asym2","###",40.5658449656577,147.8,0.0153448611529,"#",37.7601985242741,183.1,0.144117869196413,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.995,0.25,0.75,"selfish","#####",3,"greedy",0,0.05,0.995,0.25,0.75,"selfish","#####",3,"greedy",0,0.05,0.995,0.25,0.75,"selfish"
"1",12,"2017-06-11 01:10:11","CoordinateX","sym","###",34.7989543265631,152.5,0.183443470421937,"#",37.1748272057555,180.2,0.134445345480114,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.995,0.25,0.9,"selfish","#####",3,"greedy",0,0.05,0.995,0.25,0.9,"selfish","#####",3,"greedy",0,0.05,0.995,0.25,0.9,"selfish"
"2",12,"2017-06-11 01:10:11","CoordinateX","asym1","###",31.181965941871,184.5,0.529015959148162,"#",37.1748272057555,180.2,0.134445345480114,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.995,0.25,0.9,"selfish","#####",3,"greedy",0,0.05,0.995,0.25,0.9,"selfish","#####",3,"greedy",0,0.05,0.995,0.25,0.9,"selfish"
"3",12,"2017-06-11 01:10:11","CoordinateX","asym2","###",44.3014797846653,161.4,0.0126389305464818,"#",37.1748272057555,180.2,0.134445345480114,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.995,0.25,0.9,"selfish","#####",3,"greedy",0,0.05,0.995,0.25,0.9,"selfish","#####",3,"greedy",0,0.05,0.995,0.25,0.9,"selfish"
"1",13,"2017-06-11 01:10:30","CoordinateX","sym","###",29.6449452314856,129.9,0.172145457960362,"#",34.1838059992241,165.7,0.11197874335862,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.995,0.4,0.6,"selfish","#####",3,"greedy",0,0.05,0.995,0.4,0.6,"selfish","#####",3,"greedy",0,0.05,0.995,0.4,0.6,"selfish"
"2",13,"2017-06-11 01:10:30","CoordinateX","asym1","###",31.2935651887448,185.1,0.523104976799848,"#",34.1838059992241,165.7,0.11197874335862,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.995,0.4,0.6,"selfish","#####",3,"greedy",0,0.05,0.995,0.4,0.6,"selfish","#####",3,"greedy",0,0.05,0.995,0.4,0.6,"selfish"
"3",13,"2017-06-11 01:10:30","CoordinateX","asym2","###",40.5892569256666,147.9,0.00062491143448705,"#",34.1838059992241,165.7,0.11197874335862,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.995,0.4,0.6,"selfish","#####",3,"greedy",0,0.05,0.995,0.4,0.6,"selfish","#####",3,"greedy",0,0.05,0.995,0.4,0.6,"selfish"
"1",14,"2017-06-11 01:10:50","CoordinateX","sym","###",37.1102037480559,162.6,0.197544710288076,"#",32.867680849802,159.4,0.106553421786738,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.995,0.4,0.75,"selfish","#####",3,"greedy",0,0.05,0.995,0.4,0.75,"selfish","#####",3,"greedy",0,0.05,0.995,0.4,0.75,"selfish"
"2",14,"2017-06-11 01:10:50","CoordinateX","asym1","###",22.3668529550116,132.3,0.4832240043129,"#",32.867680849802,159.4,0.106553421786738,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.995,0.4,0.75,"selfish","#####",3,"greedy",0,0.05,0.995,0.4,0.75,"selfish","#####",3,"greedy",0,0.05,0.995,0.4,0.75,"selfish"
"3",14,"2017-06-11 01:10:50","CoordinateX","asym2","###",36.9243821884673,134.5,0.000490451766554757,"#",32.867680849802,159.4,0.106553421786738,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.995,0.4,0.75,"selfish","#####",3,"greedy",0,0.05,0.995,0.4,0.75,"selfish","#####",3,"greedy",0,0.05,0.995,0.4,0.75,"selfish"
"1",15,"2017-06-11 01:11:09","CoordinateX","sym","###",28.9559147671076,126.9,0.0874918039334724,"#",33.2408049106984,161.2,0.0562733103282592,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.995,0.4,0.9,"selfish","#####",3,"greedy",0,0.05,0.995,0.4,0.9,"selfish","#####",3,"greedy",0,0.05,0.995,0.4,0.9,"selfish"
"2",15,"2017-06-11 01:11:09","CoordinateX","asym1","###",24.4621816961066,144.7,0.290334668593083,"#",33.2408049106984,161.2,0.0562733103282592,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.995,0.4,0.9,"selfish","#####",3,"greedy",0,0.05,0.995,0.4,0.9,"selfish","#####",3,"greedy",0,0.05,0.995,0.4,0.9,"selfish"
"3",15,"2017-06-11 01:11:09","CoordinateX","asym2","###",43.3360127376758,157.9,0.00389497841522442,"#",33.2408049106984,161.2,0.0562733103282592,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.995,0.4,0.9,"selfish","#####",3,"greedy",0,0.05,0.995,0.4,0.9,"selfish","#####",3,"greedy",0,0.05,0.995,0.4,0.9,"selfish"
"1",16,"2017-06-11 01:11:29","CoordinateX","sym","###",28.1568128720406,123.4,0.205353583308586,"#",32.7185981769798,158.6,0.128901931625813,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.995,0.55,0.6,"selfish","#####",3,"greedy",0,0.05,0.995,0.55,0.6,"selfish","#####",3,"greedy",0,0.05,0.995,0.55,0.6,"selfish"
"2",16,"2017-06-11 01:11:29","CoordinateX","asym1","###",30.9444574107294,183.1,0.519282109940186,"#",32.7185981769798,158.6,0.128901931625813,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.995,0.55,0.6,"selfish","#####",3,"greedy",0,0.05,0.995,0.55,0.6,"selfish","#####",3,"greedy",0,0.05,0.995,0.55,0.6,"selfish"
"3",16,"2017-06-11 01:11:29","CoordinateX","asym2","###",38.2250499599993,139.3,0.00190733850961819,"#",32.7185981769798,158.6,0.128901931625813,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.995,0.55,0.6,"selfish","#####",3,"greedy",0,0.05,0.995,0.55,0.6,"selfish","#####",3,"greedy",0,0.05,0.995,0.55,0.6,"selfish"
"1",17,"2017-06-11 01:11:48","CoordinateX","sym","###",30.2273882431149,132.5,0.276849793725687,"#",34.3364777416628,166.5,0.157973336724936,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.995,0.55,0.75,"selfish","#####",3,"greedy",0,0.05,0.995,0.55,0.75,"selfish","#####",3,"greedy",0,0.05,0.995,0.55,0.75,"selfish"
"2",17,"2017-06-11 01:11:48","CoordinateX","asym1","###",32.1069134126731,190,0.515066220779987,"#",34.3364777416628,166.5,0.157973336724936,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.995,0.55,0.75,"selfish","#####",3,"greedy",0,0.05,0.995,0.55,0.75,"selfish","#####",3,"greedy",0,0.05,0.995,0.55,0.75,"selfish"
"3",17,"2017-06-11 01:11:48","CoordinateX","asym2","###",39.9052906545263,145.4,0.00775499245758649,"#",34.3364777416628,166.5,0.157973336724936,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.995,0.55,0.75,"selfish","#####",3,"greedy",0,0.05,0.995,0.55,0.75,"selfish","#####",3,"greedy",0,0.05,0.995,0.55,0.75,"selfish"
"1",18,"2017-06-11 01:12:08","CoordinateX","sym","###",34.8272801758111,152.6,0.196573734650463,"#",35.5844223096443,172.5,0.131130776089304,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.995,0.55,0.9,"selfish","#####",3,"greedy",0,0.05,0.995,0.55,0.9,"selfish","#####",3,"greedy",0,0.05,0.995,0.55,0.9,"selfish"
"2",18,"2017-06-11 01:12:08","CoordinateX","asym1","###",27.4773340935559,162.6,0.466827528919227,"#",35.5844223096443,172.5,0.131130776089304,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.995,0.55,0.9,"selfish","#####",3,"greedy",0,0.05,0.995,0.55,0.9,"selfish","#####",3,"greedy",0,0.05,0.995,0.55,0.9,"selfish"
"3",18,"2017-06-11 01:12:08","CoordinateX","asym2","###",42.7879655978173,155.9,0.0153448611529,"#",35.5844223096443,172.5,0.131130776089304,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.995,0.55,0.9,"selfish","#####",3,"greedy",0,0.05,0.995,0.55,0.9,"selfish","#####",3,"greedy",0,0.05,0.995,0.55,0.9,"selfish"
"1",19,"2017-06-11 01:12:29","CoordinateX","sym","###",27.3127056310591,119.7,0.169802708623829,"#",34.3213733213965,166.4,0.115935698458697,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,1,0.25,0.6,"selfish","#####",3,"greedy",0,0.05,1,0.25,0.6,"selfish","#####",3,"greedy",0,0.05,1,0.25,0.6,"selfish"
"2",19,"2017-06-11 01:12:29","CoordinateX","asym1","###",28.7552603883185,170.1,0.524969431353585,"#",34.3213733213965,166.4,0.115935698458697,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,1,0.25,0.6,"selfish","#####",3,"greedy",0,0.05,1,0.25,0.6,"selfish","#####",3,"greedy",0,0.05,1,0.25,0.6,"selfish"
"3",19,"2017-06-11 01:12:29","CoordinateX","asym2","###",44.2834180152245,161.3,0.00927447853542391,"#",34.3213733213965,166.4,0.115935698458697,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,1,0.25,0.6,"selfish","#####",3,"greedy",0,0.05,1,0.25,0.6,"selfish","#####",3,"greedy",0,0.05,1,0.25,0.6,"selfish"
"1",20,"2017-06-11 01:12:48","CoordinateX","sym","###",29.2869045441436,128.4,0.213452944095556,"#",34.5485594918654,167.5,0.137755456151931,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,1,0.25,0.75,"selfish","#####",3,"greedy",0,0.05,1,0.25,0.75,"selfish","#####",3,"greedy",0,0.05,1,0.25,0.75,"selfish"
"2",20,"2017-06-11 01:12:48","CoordinateX","asym1","###",28.3138854824115,167.5,0.522230830229702,"#",34.5485594918654,167.5,0.137755456151931,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,1,0.25,0.75,"selfish","#####",3,"greedy",0,0.05,1,0.25,0.75,"selfish","#####",3,"greedy",0,0.05,1,0.25,0.75,"selfish"
"3",20,"2017-06-11 01:12:48","CoordinateX","asym2","###",43.83389099772,159.7,0.0153448611528999,"#",34.5485594918654,167.5,0.137755456151931,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,1,0.25,0.75,"selfish","#####",3,"greedy",0,0.05,1,0.25,0.75,"selfish","#####",3,"greedy",0,0.05,1,0.25,0.75,"selfish"
"1",21,"2017-06-11 01:13:08","CoordinateX","sym","###",31.0482688728373,136.1,0.181487181663463,"#",33.697856839205,163.4,0.103945506536883,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,1,0.25,0.9,"selfish","#####",3,"greedy",0,0.05,1,0.25,0.9,"selfish","#####",3,"greedy",0,0.05,1,0.25,0.9,"selfish"
"2",21,"2017-06-11 01:13:08","CoordinateX","asym1","###",20.5485468531908,121.6,0.492680829260845,"#",33.697856839205,163.4,0.103945506536883,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,1,0.25,0.9,"selfish","#####",3,"greedy",0,0.05,1,0.25,0.9,"selfish","#####",3,"greedy",0,0.05,1,0.25,0.9,"selfish"
"3",21,"2017-06-11 01:13:08","CoordinateX","asym2","###",44.9488474700841,163.8,0.0117175219864804,"#",33.697856839205,163.4,0.103945506536883,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,1,0.25,0.9,"selfish","#####",3,"greedy",0,0.05,1,0.25,0.9,"selfish","#####",3,"greedy",0,0.05,1,0.25,0.9,"selfish"
"1",22,"2017-06-11 01:13:28","CoordinateX","sym","###",31.1628429026907,136.6,0.194279397930176,"#",34.9592249257246,169.5,0.119781386555592,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,1,0.4,0.6,"selfish","#####",3,"greedy",0,0.05,1,0.4,0.6,"selfish","#####",3,"greedy",0,0.05,1,0.4,0.6,"selfish"
"2",22,"2017-06-11 01:13:28","CoordinateX","asym1","###",26.9960593832178,159.7,0.489919223573366,"#",34.9592249257246,169.5,0.119781386555592,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,1,0.4,0.6,"selfish","#####",3,"greedy",0,0.05,1,0.4,0.6,"selfish","#####",3,"greedy",0,0.05,1,0.4,0.6,"selfish"
"3",22,"2017-06-11 01:13:28","CoordinateX","asym2","###",44.3455998067703,161.6,0.00898901195526923,"#",34.9592249257246,169.5,0.119781386555592,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,1,0.4,0.6,"selfish","#####",3,"greedy",0,0.05,1,0.4,0.6,"selfish","#####",3,"greedy",0,0.05,1,0.4,0.6,"selfish"
"1",23,"2017-06-11 01:13:47","CoordinateX","sym","###",27.223060077809,119.3,0.101905128918783,"#",32.0560446717932,155.4,0.110394622599436,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,1,0.4,0.75,"selfish","#####",3,"greedy",0,0.05,1,0.4,0.75,"selfish","#####",3,"greedy",0,0.05,1,0.4,0.75,"selfish"
"2",23,"2017-06-11 01:13:47","CoordinateX","asym1","###",30.1241597393189,178.2,0.517664433975614,"#",32.0560446717932,155.4,0.110394622599436,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,1,0.4,0.75,"selfish","#####",3,"greedy",0,0.05,1,0.4,0.75,"selfish","#####",3,"greedy",0,0.05,1,0.4,0.75,"selfish"
"3",23,"2017-06-11 01:13:47","CoordinateX","asym2","###",37.870965131615,138,0.00809948203316451,"#",32.0560446717932,155.4,0.110394622599436,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,1,0.4,0.75,"selfish","#####",3,"greedy",0,0.05,1,0.4,0.75,"selfish","#####",3,"greedy",0,0.05,1,0.4,0.75,"selfish"
"1",24,"2017-06-11 01:14:06","CoordinateX","sym","###",33.8662483569966,148.4,0.200148681009907,"#",32.7731427984697,158.9,0.11389231628284,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,1,0.4,0.9,"selfish","#####",3,"greedy",0,0.05,1,0.4,0.9,"selfish","#####",3,"greedy",0,0.05,1,0.4,0.9,"selfish"
