"","simCount","timestamp","model_type","vod_type","GOF_per_vod_type","RMSE_per_vod_type","NRMSE_per_vod_type","RSQ_per_vod_type","GOF_combined","RMSE_combined","NRMSE_combined","RSQ_combined","vod_params","vod_count","rounds_per_vod","players_count","util_max","util_none","p1_coop_cost","p2_coop_cost","p3_coop_cost","p1_params","p1_X","p1_players_per_state","p1_balancing","p1_prop_start","p1_epsilon_start","p1_epsilon_decay","p1_alpha","p1_gamma","p1_social_behavior","p2_params","p2_X","p2_players_per_state","p2_balancing","p2_prop_start","p2_epsilon_start","p2_epsilon_decay","p2_alpha","p2_gamma","p2_social_behavior","p3_params","p3_X","p3_players_per_state","p3_balancing","p3_prop_start","p3_epsilon_start","p3_epsilon_decay","p3_alpha","p3_gamma","p3_social_behavior"
"2",52,"2017-06-09 13:35:28","ClassicQ","asym1","###",27.0318433621452,159.9,0.467125082087296,"#",35.9568053621543,174.3,0.112510144053067,"###",10,150,3,80,0,30,50,50,"#####",3,1,"greedy",0,0.05,1,0.55,0.75,"selfish","#####",3,1,"greedy",0,0.05,1,0.55,0.75,"selfish","#####",3,1,"greedy",0,0.05,1,0.55,0.75,"selfish"
"3",52,"2017-06-09 13:35:28","ClassicQ","asym2","###",44.5399820386134,162.3,0.0139748664495032,"#",35.9568053621543,174.3,0.112510144053067,"###",10,150,3,80,0,10,50,50,"#####",3,1,"greedy",0,0.05,1,0.55,0.75,"selfish","#####",3,1,"greedy",0,0.05,1,0.55,0.75,"selfish","#####",3,1,"greedy",0,0.05,1,0.55,0.75,"selfish"
"1",53,"2017-06-09 13:36:24","ClassicQ","sym","###",36.5654740006046,160.3,0.18360314554222,"#",33.6327276677104,163.1,0.196407070280813,"###",10,150,3,80,0,50,50,50,"#####",2,1,"greedy",0,0.05,1,0.55,0.9,"selfish","#####",2,1,"greedy",0,0.05,1,0.55,0.9,"selfish","#####",2,1,"greedy",0,0.05,1,0.55,0.9,"selfish"
"2",53,"2017-06-09 13:36:24","ClassicQ","asym1","###",29.0383558610179,171.8,0.517460548269594,"#",33.6327276677104,163.1,0.196407070280813,"###",10,150,3,80,0,30,50,50,"#####",2,1,"greedy",0,0.05,1,0.55,0.9,"selfish","#####",2,1,"greedy",0,0.05,1,0.55,0.9,"selfish","#####",2,1,"greedy",0,0.05,1,0.55,0.9,"selfish"
"3",53,"2017-06-09 13:36:24","ClassicQ","asym2","###",34.831323705985,126.9,0.0912141142146924,"#",33.6327276677104,163.1,0.196407070280813,"###",10,150,3,80,0,10,50,50,"#####",2,1,"greedy",0,0.05,1,0.55,0.9,"selfish","#####",2,1,"greedy",0,0.05,1,0.55,0.9,"selfish","#####",2,1,"greedy",0,0.05,1,0.55,0.9,"selfish"
"1",54,"2017-06-09 13:37:51","ClassicQ","sym","###",34.0250806187305,149.1,0.150927689337858,"#",33.9208938124725,164.5,0.12798089373159,"###",10,150,3,80,0,50,50,50,"#####",3,1,"greedy",0,0.05,1,0.55,0.9,"selfish","#####",3,1,"greedy",0,0.05,1,0.55,0.9,"selfish","#####",3,1,"greedy",0,0.05,1,0.55,0.9,"selfish"
"2",54,"2017-06-09 13:37:51","ClassicQ","asym1","###",28.8455369164798,170.7,0.518108453134556,"#",33.9208938124725,164.5,0.12798089373159,"###",10,150,3,80,0,30,50,50,"#####",3,1,"greedy",0,0.05,1,0.55,0.9,"selfish","#####",3,1,"greedy",0,0.05,1,0.55,0.9,"selfish","#####",3,1,"greedy",0,0.05,1,0.55,0.9,"selfish"
"3",54,"2017-06-09 13:37:51","ClassicQ","asym2","###",38.2375469924523,139.3,0.0101062949836404,"#",33.9208938124725,164.5,0.12798089373159,"###",10,150,3,80,0,10,50,50,"#####",3,1,"greedy",0,0.05,1,0.55,0.9,"selfish","#####",3,1,"greedy",0,0.05,1,0.55,0.9,"selfish","#####",3,1,"greedy",0,0.05,1,0.55,0.9,"selfish"
"1",55,"2017-06-09 13:38:47","ClassicQ","sym","###",37.3285785662644,163.6,0.165808898909924,"#",38.5425834725793,186.9,0.129500450240788,"###",10,150,3,80,0,50,50,50,"#####",2,1,"greedy",0,0.1,0.98,0.25,0.6,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.25,0.6,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.25,0.6,"selfish"
"2",55,"2017-06-09 13:38:47","ClassicQ","asym1","###",32.0221017423904,189.5,0.525942327504433,"#",38.5425834725793,186.9,0.129500450240788,"###",10,150,3,80,0,30,50,50,"#####",2,1,"greedy",0,0.1,0.98,0.25,0.6,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.25,0.6,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.25,0.6,"selfish"
"3",55,"2017-06-09 13:38:47","ClassicQ","asym2","###",45.1414936000621,164.5,0.012702363416599,"#",38.5425834725793,186.9,0.129500450240788,"###",10,150,3,80,0,10,50,50,"#####",2,1,"greedy",0,0.1,0.98,0.25,0.6,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.25,0.6,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.25,0.6,"selfish"
"1",56,"2017-06-09 13:40:14","ClassicQ","sym","###",35.1814423935246,154.2,0.182933465180792,"#",36.8650592376113,178.7,0.124724976354759,"###",10,150,3,80,0,50,50,50,"#####",3,1,"greedy",0,0.1,0.98,0.25,0.6,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.25,0.6,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.25,0.6,"selfish"
"2",56,"2017-06-09 13:40:14","ClassicQ","asym1","###",30.7596145764034,182,0.485757429512736,"#",36.8650592376113,178.7,0.124724976354759,"###",10,150,3,80,0,30,50,50,"#####",3,1,"greedy",0,0.1,0.98,0.25,0.6,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.25,0.6,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.25,0.6,"selfish"
"3",56,"2017-06-09 13:40:14","ClassicQ","asym2","###",43.5110330835755,158.5,0.00885615073849508,"#",36.8650592376113,178.7,0.124724976354759,"###",10,150,3,80,0,10,50,50,"#####",3,1,"greedy",0,0.1,0.98,0.25,0.6,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.25,0.6,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.25,0.6,"selfish"
"1",57,"2017-06-09 13:41:14","ClassicQ","sym","###",38.3719443227876,168.2,0.169076997415798,"#",38.8950772853974,188.6,0.136441162455987,"###",10,150,3,80,0,50,50,50,"#####",2,1,"greedy",0,0.1,0.98,0.25,0.75,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.25,0.75,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.25,0.75,"selfish"
"2",57,"2017-06-09 13:41:14","ClassicQ","asym1","###",32.8901961076549,194.6,0.532440358123508,"#",38.8950772853974,188.6,0.136441162455987,"###",10,150,3,80,0,30,50,50,"#####",2,1,"greedy",0,0.1,0.98,0.25,0.75,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.25,0.75,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.25,0.75,"selfish"
"3",57,"2017-06-09 13:41:14","ClassicQ","asym2","###",44.5455946194458,162.3,0.0153448611529,"#",38.8950772853974,188.6,0.136441162455987,"###",10,150,3,80,0,10,50,50,"#####",2,1,"greedy",0,0.1,0.98,0.25,0.75,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.25,0.75,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.25,0.75,"selfish"
"1",58,"2017-06-09 13:42:41","ClassicQ","sym","###",34.5310729633471,151.3,0.169894376438276,"#",37.3118390505391,180.9,0.125834205487155,"###",10,150,3,80,0,50,50,50,"#####",3,1,"greedy",0,0.1,0.98,0.25,0.75,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.25,0.75,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.25,0.75,"selfish"
"2",58,"2017-06-09 13:42:41","ClassicQ","asym1","###",31.5802944888106,186.8,0.529053036714341,"#",37.3118390505391,180.9,0.125834205487155,"###",10,150,3,80,0,30,50,50,"#####",3,1,"greedy",0,0.1,0.98,0.25,0.75,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.25,0.75,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.25,0.75,"selfish"
"3",58,"2017-06-09 13:42:41","ClassicQ","asym2","###",44.5736469228175,162.4,0.0090396621520638,"#",37.3118390505391,180.9,0.125834205487155,"###",10,150,3,80,0,10,50,50,"#####",3,1,"greedy",0,0.1,0.98,0.25,0.75,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.25,0.75,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.25,0.75,"selfish"
"1",59,"2017-06-09 13:43:38","ClassicQ","sym","###",31.284900511269,137.1,0.160383394386898,"#",35.5679214607353,172.5,0.121998732687801,"###",10,150,3,80,0,50,50,50,"#####",2,1,"greedy",0,0.1,0.98,0.25,0.9,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.25,0.9,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.25,0.9,"selfish"
"2",59,"2017-06-09 13:43:38","ClassicQ","asym1","###",27.5002727259204,162.7,0.532440358123508,"#",35.5679214607353,172.5,0.121998732687801,"###",10,150,3,80,0,30,50,50,"#####",2,1,"greedy",0,0.1,0.98,0.25,0.9,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.25,0.9,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.25,0.9,"selfish"
"3",59,"2017-06-09 13:43:38","ClassicQ","asym2","###",45.3896586362038,165.4,0.0153448611528999,"#",35.5679214607353,172.5,0.121998732687801,"###",10,150,3,80,0,10,50,50,"#####",2,1,"greedy",0,0.1,0.98,0.25,0.9,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.25,0.9,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.25,0.9,"selfish"
"1",60,"2017-06-09 13:45:05","ClassicQ","sym","###",35.8293098516347,157,0.162177179030788,"#",36.1068014522349,175.1,0.135808463177521,"###",10,150,3,80,0,50,50,50,"#####",3,1,"greedy",0,0.1,0.98,0.25,0.9,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.25,0.9,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.25,0.9,"selfish"
"2",60,"2017-06-09 13:45:05","ClassicQ","asym1","###",32.7805582624824,193.9,0.519609829922064,"#",36.1068014522349,175.1,0.135808463177521,"###",10,150,3,80,0,30,50,50,"#####",3,1,"greedy",0,0.1,0.98,0.25,0.9,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.25,0.9,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.25,0.9,"selfish"
"3",60,"2017-06-09 13:45:05","ClassicQ","asym2","###",39.4055692623376,143.6,0.01165728641706,"#",36.1068014522349,175.1,0.135808463177521,"###",10,150,3,80,0,10,50,50,"#####",3,1,"greedy",0,0.1,0.98,0.25,0.9,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.25,0.9,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.25,0.9,"selfish"
"1",61,"2017-06-09 13:46:03","ClassicQ","sym","###",31.3696686484112,137.5,0.139558370639539,"#",33.9773235926333,164.7,0.127116607929229,"###",10,150,3,80,0,50,50,50,"#####",2,1,"greedy",0,0.1,0.98,0.4,0.6,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.4,0.6,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.4,0.6,"selfish"
"2",61,"2017-06-09 13:46:03","ClassicQ","asym1","###",29.6068404258205,175.2,0.518436180088837,"#",33.9773235926333,164.7,0.127116607929229,"###",10,150,3,80,0,30,50,50,"#####",2,1,"greedy",0,0.1,0.98,0.4,0.6,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.4,0.6,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.4,0.6,"selfish"
"3",61,"2017-06-09 13:46:03","ClassicQ","asym2","###",40.0344157500075,145.9,0.0153448611529,"#",33.9773235926333,164.7,0.127116607929229,"###",10,150,3,80,0,10,50,50,"#####",2,1,"greedy",0,0.1,0.98,0.4,0.6,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.4,0.6,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.4,0.6,"selfish"
"1",62,"2017-06-09 13:47:29","ClassicQ","sym","###",36.2280661611654,158.8,0.165599799399397,"#",34.0182576251614,164.9,0.137552116503562,"###",10,150,3,80,0,50,50,50,"#####",3,1,"greedy",0,0.1,0.98,0.4,0.6,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.4,0.6,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.4,0.6,"selfish"
"2",62,"2017-06-09 13:47:29","ClassicQ","asym1","###",25.9083534362525,153.3,0.466273854945081,"#",34.0182576251614,164.9,0.137552116503562,"###",10,150,3,80,0,30,50,50,"#####",3,1,"greedy",0,0.1,0.98,0.4,0.6,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.4,0.6,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.4,0.6,"selfish"
"3",62,"2017-06-09 13:47:29","ClassicQ","asym2","###",38.5747326627159,140.5,0.0279579263694939,"#",34.0182576251614,164.9,0.137552116503562,"###",10,150,3,80,0,10,50,50,"#####",3,1,"greedy",0,0.1,0.98,0.4,0.6,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.4,0.6,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.4,0.6,"selfish"
"1",63,"2017-06-09 13:48:25","ClassicQ","sym","###",32.8762072021698,144.1,0.159882325769011,"#",36.6379079137482,177.6,0.122629940229912,"###",10,150,3,80,0,50,50,50,"#####",2,1,"greedy",0,0.1,0.98,0.4,0.75,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.4,0.75,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.4,0.75,"selfish"
"2",63,"2017-06-09 13:48:25","ClassicQ","asym1","###",29.578304736937,175,0.507892401435535,"#",36.6379079137482,177.6,0.122629940229912,"###",10,150,3,80,0,30,50,50,"#####",2,1,"greedy",0,0.1,0.98,0.4,0.75,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.4,0.75,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.4,0.75,"selfish"
"3",63,"2017-06-09 13:48:25","ClassicQ","asym2","###",45.5114027225901,165.8,0.0153448611529,"#",36.6379079137482,177.6,0.122629940229912,"###",10,150,3,80,0,10,50,50,"#####",2,1,"greedy",0,0.1,0.98,0.4,0.75,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.4,0.75,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.4,0.75,"selfish"
"1",64,"2017-06-09 13:49:52","ClassicQ","sym","###",37.1758658271734,162.9,0.172145457960362,"#",37.5407334327217,182,0.138533339861012,"###",10,150,3,80,0,50,50,50,"#####",3,1,"greedy",0,0.1,0.98,0.4,0.75,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.4,0.75,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.4,0.75,"selfish"
"2",64,"2017-06-09 13:49:52","ClassicQ","asym1","###",31.9697513284042,189.1,0.519335245529345,"#",37.5407334327217,182,0.138533339861012,"###",10,150,3,80,0,30,50,50,"#####",3,1,"greedy",0,0.1,0.98,0.4,0.75,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.4,0.75,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.4,0.75,"selfish"
"3",64,"2017-06-09 13:49:52","ClassicQ","asym2","###",42.7060885588929,155.6,0.0168465894057102,"#",37.5407334327217,182,0.138533339861012,"###",10,150,3,80,0,10,50,50,"#####",3,1,"greedy",0,0.1,0.98,0.4,0.75,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.4,0.75,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.4,0.75,"selfish"
"1",65,"2017-06-09 13:50:48","ClassicQ","sym","###",37.4525700052747,164.1,0.165831310788234,"#",34.6759763140612,168.1,0.130140292402218,"###",10,150,3,80,0,50,50,50,"#####",2,1,"greedy",0,0.1,0.98,0.4,0.9,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.4,0.9,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.4,0.9,"selfish"
"2",65,"2017-06-09 13:50:48","ClassicQ","asym1","###",23.2694005079632,137.7,0.553430784129474,"#",34.6759763140612,168.1,0.130140292402218,"###",10,150,3,80,0,30,50,50,"#####",2,1,"greedy",0,0.1,0.98,0.4,0.9,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.4,0.9,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.4,0.9,"selfish"
"3",65,"2017-06-09 13:50:48","ClassicQ","asym2","###",40.7812456896549,148.6,0.0153448611529,"#",34.6759763140612,168.1,0.130140292402218,"###",10,150,3,80,0,10,50,50,"#####",2,1,"greedy",0,0.1,0.98,0.4,0.9,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.4,0.9,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.4,0.9,"selfish"
"1",66,"2017-06-09 13:52:15","ClassicQ","sym","###",36.0471219378191,158,0.158549563898212,"#",37.8612867852776,183.6,0.126052614412521,"###",10,150,3,80,0,50,50,50,"#####",3,1,"greedy",0,0.1,0.98,0.4,0.9,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.4,0.9,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.4,0.9,"selfish"
"2",66,"2017-06-09 13:52:15","ClassicQ","asym1","###",29.7477076614503,176,0.528872775520834,"#",37.8612867852776,183.6,0.126052614412521,"###",10,150,3,80,0,30,50,50,"#####",3,1,"greedy",0,0.1,0.98,0.4,0.9,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.4,0.9,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.4,0.9,"selfish"
"3",66,"2017-06-09 13:52:15","ClassicQ","asym2","###",46.0011956366354,167.6,0.0153448611529,"#",37.8612867852776,183.6,0.126052614412521,"###",10,150,3,80,0,10,50,50,"#####",3,1,"greedy",0,0.1,0.98,0.4,0.9,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.4,0.9,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.4,0.9,"selfish"
"1",67,"2017-06-09 13:53:12","ClassicQ","sym","###",38.4207770758363,168.4,0.172145457960362,"#",36.9898284317109,179.4,0.136784344835689,"###",10,150,3,80,0,50,50,50,"#####",2,1,"greedy",0,0.1,0.98,0.55,0.6,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.55,0.6,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.55,0.6,"selfish"
"2",67,"2017-06-09 13:53:12","ClassicQ","asym1","###",30.5002459006481,180.5,0.532440358123508,"#",36.9898284317109,179.4,0.136784344835689,"###",10,150,3,80,0,30,50,50,"#####",2,1,"greedy",0,0.1,0.98,0.55,0.6,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.55,0.6,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.55,0.6,"selfish"
"3",67,"2017-06-09 13:53:12","ClassicQ","asym2","###",41.2106917087194,150.1,0.0123629310415622,"#",36.9898284317109,179.4,0.136784344835689,"###",10,150,3,80,0,10,50,50,"#####",2,1,"greedy",0,0.1,0.98,0.55,0.6,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.55,0.6,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.55,0.6,"selfish"
"1",68,"2017-06-09 13:54:39","ClassicQ","sym","###",36.7876866476935,161.2,0.161375919918635,"#",37.1897686049388,180.3,0.117885060136726,"###",10,150,3,80,0,50,50,50,"#####",3,1,"greedy",0,0.1,0.98,0.55,0.6,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.55,0.6,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.55,0.6,"selfish"
"2",68,"2017-06-09 13:54:39","ClassicQ","asym1","###",26.7206432889962,158.1,0.509197186023162,"#",37.1897686049388,180.3,0.117885060136726,"###",10,150,3,80,0,30,50,50,"#####",3,1,"greedy",0,0.1,0.98,0.55,0.6,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.55,0.6,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.55,0.6,"selfish"
"3",68,"2017-06-09 13:54:39","ClassicQ","asym2","###",45.6279519592979,166.2,0.0127372965769825,"#",37.1897686049388,180.3,0.117885060136726,"###",10,150,3,80,0,10,50,50,"#####",3,1,"greedy",0,0.1,0.98,0.55,0.6,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.55,0.6,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.55,0.6,"selfish"
"1",69,"2017-06-09 13:55:34","ClassicQ","sym","###",37.9518042317417,166.3,0.165919395647725,"#",37.3295037718405,181,0.137257703994559,"###",10,150,3,80,0,50,50,50,"#####",2,1,"greedy",0,0.1,0.98,0.55,0.75,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.55,0.75,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.55,0.75,"selfish"
"2",69,"2017-06-09 13:55:34","ClassicQ","asym1","###",30.9469707725974,183.1,0.535777053910968,"#",37.3295037718405,181,0.137257703994559,"###",10,150,3,80,0,30,50,50,"#####",2,1,"greedy",0,0.1,0.98,0.55,0.75,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.55,0.75,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.55,0.75,"selfish"
"3",69,"2017-06-09 13:55:34","ClassicQ","asym2","###",42.2187293876913,153.8,0.0153448611529,"#",37.3295037718405,181,0.137257703994559,"###",10,150,3,80,0,10,50,50,"#####",2,1,"greedy",0,0.1,0.98,0.55,0.75,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.55,0.75,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.55,0.75,"selfish"
"1",70,"2017-06-09 13:57:01","ClassicQ","sym","###",35.4293585102023,155.3,0.163092389797613,"#",35.9448291238217,174.3,0.141978906979498,"###",10,150,3,80,0,50,50,50,"#####",3,1,"greedy",0,0.1,0.98,0.55,0.75,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.55,0.75,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.55,0.75,"selfish"
"2",70,"2017-06-09 13:57:01","ClassicQ","asym1","###",30.6229489109067,181.2,0.508617507796148,"#",35.9448291238217,174.3,0.141978906979498,"###",10,150,3,80,0,30,50,50,"#####",3,1,"greedy",0,0.1,0.98,0.55,0.75,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.55,0.75,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.55,0.75,"selfish"
"3",70,"2017-06-09 13:57:01","ClassicQ","asym2","###",41.0254528040554,149.5,0.024745877871192,"#",35.9448291238217,174.3,0.141978906979498,"###",10,150,3,80,0,10,50,50,"#####",3,1,"greedy",0,0.1,0.98,0.55,0.75,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.55,0.75,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.55,0.75,"selfish"
"1",71,"2017-06-09 13:57:57","ClassicQ","sym","###",37.545905236124,164.6,0.172145457960362,"#",33.3166235895447,161.5,0.184048581735101,"###",10,150,3,80,0,50,50,50,"#####",2,1,"greedy",0,0.1,0.98,0.55,0.9,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.55,0.9,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.55,0.9,"selfish"
"2",71,"2017-06-09 13:57:57","ClassicQ","asym1","###",29.0596799707086,171.9,0.472910501503518,"#",33.3166235895447,161.5,0.184048581735101,"###",10,150,3,80,0,30,50,50,"#####",2,1,"greedy",0,0.1,0.98,0.55,0.9,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.55,0.9,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.55,0.9,"selfish"
"3",71,"2017-06-09 13:57:57","ClassicQ","asym2","###",32.7998814361001,119.5,0.0897585041280024,"#",33.3166235895447,161.5,0.184048581735101,"###",10,150,3,80,0,10,50,50,"#####",2,1,"greedy",0,0.1,0.98,0.55,0.9,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.55,0.9,"selfish","#####",2,1,"greedy",0,0.1,0.98,0.55,0.9,"selfish"
"1",72,"2017-06-09 13:59:23","ClassicQ","sym","###",35.0400643708186,153.6,0.165350673053349,"#",35.917410407355,174.2,0.133262843793031,"###",10,150,3,80,0,50,50,50,"#####",3,1,"greedy",0,0.1,0.98,0.55,0.9,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.55,0.9,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.55,0.9,"selfish"
"2",72,"2017-06-09 13:59:23","ClassicQ","asym1","###",29.5188922556386,174.6,0.503946991280286,"#",35.917410407355,174.2,0.133262843793031,"###",10,150,3,80,0,30,50,50,"#####",3,1,"greedy",0,0.1,0.98,0.55,0.9,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.55,0.9,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.55,0.9,"selfish"
"3",72,"2017-06-09 13:59:23","ClassicQ","asym2","###",42.083369636948,153.3,0.0180918036119737,"#",35.917410407355,174.2,0.133262843793031,"###",10,150,3,80,0,10,50,50,"#####",3,1,"greedy",0,0.1,0.98,0.55,0.9,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.55,0.9,"selfish","#####",3,1,"greedy",0,0.1,0.98,0.55,0.9,"selfish"
"1",73,"2017-06-09 14:00:19","ClassicQ","sym","###",35.8179114100442,157,0.161053328523792,"#",34.6974382659905,168.2,0.13556651012309,"###",10,150,3,80,0,50,50,50,"#####",2,1,"greedy",0,0.1,0.995,0.25,0.6,"selfish","#####",2,1,"greedy",0,0.1,0.995,0.25,0.6,"selfish","#####",2,1,"greedy",0,0.1,0.995,0.25,0.6,"selfish"
"2",73,"2017-06-09 14:00:19","ClassicQ","asym1","###",28.3999902190906,168,0.567649959413832,"#",34.6974382659905,168.2,0.13556651012309,"###",10,150,3,80,0,30,50,50,"#####",2,1,"greedy",0,0.1,0.995,0.25,0.6,"selfish","#####",2,1,"greedy",0,0.1,0.995,0.25,0.6,"selfish","#####",2,1,"greedy",0,0.1,0.995,0.25,0.6,"selfish"
"3",73,"2017-06-09 14:00:19","ClassicQ","asym2","###",39.0160793064147,142.1,0.00919448134079775,"#",34.6974382659905,168.2,0.13556651012309,"###",10,150,3,80,0,10,50,50,"#####",2,1,"greedy",0,0.1,0.995,0.25,0.6,"selfish","#####",2,1,"greedy",0,0.1,0.995,0.25,0.6,"selfish","#####",2,1,"greedy",0,0.1,0.995,0.25,0.6,"selfish"
"1",74,"2017-06-09 14:01:47","ClassicQ","sym","###",32.395052777306,142,0.143876127626091,"#",34.1703954604849,165.7,0.1297991366993,"###",10,150,3,80,0,50,50,50,"#####",3,1,"greedy",0,0.1,0.995,0.25,0.6,"selfish","#####",3,1,"greedy",0,0.1,0.995,0.25,0.6,"selfish","#####",3,1,"greedy",0,0.1,0.995,0.25,0.6,"selfish"
"2",74,"2017-06-09 14:01:47","ClassicQ","asym1","###",29.0627386489604,171.9,0.478147242797948,"#",34.1703954604849,165.7,0.1297991366993,"###",10,150,3,80,0,30,50,50,"#####",3,1,"greedy",0,0.1,0.995,0.25,0.6,"selfish","#####",3,1,"greedy",0,0.1,0.995,0.25,0.6,"selfish","#####",3,1,"greedy",0,0.1,0.995,0.25,0.6,"selfish"
"3",74,"2017-06-09 14:01:47","ClassicQ","asym2","###",40.1094197858253,146.1,0.0239032754391079,"#",34.1703954604849,165.7,0.1297991366993,"###",10,150,3,80,0,10,50,50,"#####",3,1,"greedy",0,0.1,0.995,0.25,0.6,"selfish","#####",3,1,"greedy",0,0.1,0.995,0.25,0.6,"selfish","#####",3,1,"greedy",0,0.1,0.995,0.25,0.6,"selfish"
