"","simCount","timestamp","model_type","vod_type","GOF_per_vod_type","RMSE_per_vod_type","NRMSE_per_vod_type","RSQ_per_vod_type","GOF_combined","RMSE_combined","NRMSE_combined","RSQ_combined","vod_params","vod_count","rounds_per_vod","players_count","util_max","util_none","p1_coop_cost","p2_coop_cost","p3_coop_cost","p1_params","p1_X","p1_players_per_state","p1_balancing","p1_prop_start","p1_epsilon_start","p1_epsilon_decay","p1_alpha","p1_gamma","p1_social_behavior","p2_params","p2_X","p2_players_per_state","p2_balancing","p2_prop_start","p2_epsilon_start","p2_epsilon_decay","p2_alpha","p2_gamma","p2_social_behavior","p3_params","p3_X","p3_players_per_state","p3_balancing","p3_prop_start","p3_epsilon_start","p3_epsilon_decay","p3_alpha","p3_gamma","p3_social_behavior"
"3",5,"2017-06-09 12:39:38","ClassicQ","asym2","###",46.7440905355961,170.3,0.0153448611529,"#",39.4039761107091,191.1,0.131001602112697,"###",10,150,3,80,0,10,50,50,"#####",2,1,"greedy",0,0.05,0.98,0.25,0.9,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.25,0.9,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.25,0.9,"selfish"
"1",6,"2017-06-09 12:41:03","ClassicQ","sym","###",38.3049242555343,167.9,0.163908807691349,"#",39.3459160664879,190.8,0.129838502115211,"###",10,150,3,80,0,50,50,50,"#####",3,1,"greedy",0,0.05,0.98,0.25,0.9,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.25,0.9,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.25,0.9,"selfish"
"2",6,"2017-06-09 12:41:03","ClassicQ","asym1","###",32.8316158603259,194.2,0.526077415951702,"#",39.3459160664879,190.8,0.129838502115211,"###",10,150,3,80,0,30,50,50,"#####",3,1,"greedy",0,0.05,0.98,0.25,0.9,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.25,0.9,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.25,0.9,"selfish"
"3",6,"2017-06-09 12:41:03","ClassicQ","asym2","###",45.8161664820521,166.9,0.0133492992614233,"#",39.3459160664879,190.8,0.129838502115211,"###",10,150,3,80,0,10,50,50,"#####",3,1,"greedy",0,0.05,0.98,0.25,0.9,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.25,0.9,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.25,0.9,"selfish"
"1",7,"2017-06-09 12:41:54","ClassicQ","sym","###",36.1347862561518,158.4,0.155591988626024,"#",37.999673487876,184.2,0.126024606272176,"###",10,150,3,80,0,50,50,50,"#####",2,1,"greedy",0,0.05,0.98,0.4,0.6,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.4,0.6,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.4,0.6,"selfish"
"2",7,"2017-06-09 12:41:54","ClassicQ","asym1","###",31.2568836862823,184.9,0.512258723026614,"#",37.999673487876,184.2,0.126024606272176,"###",10,150,3,80,0,30,50,50,"#####",2,1,"greedy",0,0.05,0.98,0.4,0.6,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.4,0.6,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.4,0.6,"selfish"
"3",7,"2017-06-09 12:41:54","ClassicQ","asym2","###",45.2682007594735,164.9,0.0153448611528999,"#",37.999673487876,184.2,0.126024606272176,"###",10,150,3,80,0,10,50,50,"#####",2,1,"greedy",0,0.05,0.98,0.4,0.6,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.4,0.6,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.4,0.6,"selfish"
"1",8,"2017-06-09 12:43:11","ClassicQ","sym","###",34.1920312353624,149.9,0.161629489809501,"#",36.0095306314356,174.6,0.125496769885256,"###",10,150,3,80,0,50,50,50,"#####",3,1,"greedy",0,0.05,0.98,0.4,0.6,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.4,0.6,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.4,0.6,"selfish"
"2",8,"2017-06-09 12:43:11","ClassicQ","asym1","###",27.9161144223985,165.2,0.528698815487482,"#",36.0095306314356,174.6,0.125496769885256,"###",10,150,3,80,0,30,50,50,"#####",3,1,"greedy",0,0.05,0.98,0.4,0.6,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.4,0.6,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.4,0.6,"selfish"
"3",8,"2017-06-09 12:43:11","ClassicQ","asym2","###",44.064208201719,160.5,0.0139555325434152,"#",36.0095306314356,174.6,0.125496769885256,"###",10,150,3,80,0,10,50,50,"#####",3,1,"greedy",0,0.05,0.98,0.4,0.6,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.4,0.6,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.4,0.6,"selfish"
"1",9,"2017-06-09 12:44:01","ClassicQ","sym","###",35.674851085884,156.4,0.16882586775346,"#",35.6418293582134,172.8,0.141155322245306,"###",10,150,3,80,0,50,50,50,"#####",2,1,"greedy",0,0.05,0.98,0.4,0.75,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.4,0.75,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.4,0.75,"selfish"
"2",9,"2017-06-09 12:44:01","ClassicQ","asym1","###",32.0221017423904,189.5,0.525942327504433,"#",35.6418293582134,172.8,0.141155322245306,"###",10,150,3,80,0,30,50,50,"#####",2,1,"greedy",0,0.05,0.98,0.4,0.75,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.4,0.75,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.4,0.75,"selfish"
"3",9,"2017-06-09 12:44:01","ClassicQ","asym2","###",38.896143767731,141.7,0.0136794035029313,"#",35.6418293582134,172.8,0.141155322245306,"###",10,150,3,80,0,10,50,50,"#####",2,1,"greedy",0,0.05,0.98,0.4,0.75,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.4,0.75,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.4,0.75,"selfish"
"1",10,"2017-06-09 12:45:18","ClassicQ","sym","###",37.0025599714999,162.2,0.168956368334674,"#",38.4548219776575,186.5,0.130780506405369,"###",10,150,3,80,0,50,50,50,"#####",3,1,"greedy",0,0.05,0.98,0.4,0.75,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.4,0.75,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.4,0.75,"selfish"
"2",10,"2017-06-09 12:45:18","ClassicQ","asym1","###",32.0821601517105,189.8,0.532440358123508,"#",38.4548219776575,186.5,0.130780506405369,"###",10,150,3,80,0,30,50,50,"#####",3,1,"greedy",0,0.05,0.98,0.4,0.75,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.4,0.75,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.4,0.75,"selfish"
"3",10,"2017-06-09 12:45:18","ClassicQ","asym2","###",45.1427242815003,164.5,0.0122819701222263,"#",38.4548219776575,186.5,0.130780506405369,"###",10,150,3,80,0,10,50,50,"#####",3,1,"greedy",0,0.05,0.98,0.4,0.75,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.4,0.75,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.4,0.75,"selfish"
"1",11,"2017-06-09 12:46:12","ClassicQ","sym","###",31.4403403289468,137.8,0.172145457960362,"#",37.4484979672082,181.6,0.132037789958431,"###",10,150,3,80,0,50,50,50,"#####",2,1,"greedy",0,0.05,0.98,0.4,0.9,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.4,0.9,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.4,0.9,"selfish"
"2",11,"2017-06-09 12:46:12","ClassicQ","asym1","###",33.7085300777118,199.4,0.532440358123508,"#",37.4484979672082,181.6,0.132037789958431,"###",10,150,3,80,0,30,50,50,"#####",2,1,"greedy",0,0.05,0.98,0.4,0.9,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.4,0.9,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.4,0.9,"selfish"
"3",11,"2017-06-09 12:46:12","ClassicQ","asym2","###",45.6334307279214,166.3,0.0153448611529,"#",37.4484979672082,181.6,0.132037789958431,"###",10,150,3,80,0,10,50,50,"#####",2,1,"greedy",0,0.05,0.98,0.4,0.9,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.4,0.9,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.4,0.9,"selfish"
"1",12,"2017-06-09 12:47:39","ClassicQ","sym","###",36.0845534820649,158.2,0.172145457960362,"#",35.4763510170012,172,0.13772334234798,"###",10,150,3,80,0,50,50,50,"#####",3,1,"greedy",0,0.05,0.98,0.4,0.9,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.4,0.9,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.4,0.9,"selfish"
"2",12,"2017-06-09 12:47:39","ClassicQ","asym1","###",29.4738773228845,174.4,0.532440358123508,"#",35.4763510170012,172,0.13772334234798,"###",10,150,3,80,0,30,50,50,"#####",3,1,"greedy",0,0.05,0.98,0.4,0.9,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.4,0.9,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.4,0.9,"selfish"
"3",12,"2017-06-09 12:47:39","ClassicQ","asym2","###",40.0613279859767,146,0.0130030524953081,"#",35.4763510170012,172,0.13772334234798,"###",10,150,3,80,0,10,50,50,"#####",3,1,"greedy",0,0.05,0.98,0.4,0.9,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.4,0.9,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.4,0.9,"selfish"
"1",13,"2017-06-09 12:48:35","ClassicQ","sym","###",33.3090828453742,146,0.16718341158465,"#",35.6492844455745,172.9,0.141821989877372,"###",10,150,3,80,0,50,50,50,"#####",2,1,"greedy",0,0.05,0.98,0.55,0.6,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.55,0.6,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.55,0.6,"selfish"
"2",13,"2017-06-09 12:48:35","ClassicQ","asym1","###",33.2981230702272,197,0.532440358123508,"#",35.6492844455745,172.9,0.141821989877372,"###",10,150,3,80,0,30,50,50,"#####",2,1,"greedy",0,0.05,0.98,0.55,0.6,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.55,0.6,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.55,0.6,"selfish"
"3",13,"2017-06-09 12:48:35","ClassicQ","asym2","###",39.9293681949069,145.5,0.0153448611528999,"#",35.6492844455745,172.9,0.141821989877372,"###",10,150,3,80,0,10,50,50,"#####",2,1,"greedy",0,0.05,0.98,0.55,0.6,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.55,0.6,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.55,0.6,"selfish"
"1",14,"2017-06-09 12:50:02","ClassicQ","sym","###",34.1920312353624,149.9,0.161629489809501,"#",31.8348923411148,154.4,0.197646287869139,"###",10,150,3,80,0,50,50,50,"#####",3,1,"greedy",0,0.05,0.98,0.55,0.6,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.55,0.6,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.55,0.6,"selfish"
"2",14,"2017-06-09 12:50:02","ClassicQ","asym1","###",30.0975912657475,178.1,0.528945659415499,"#",31.8348923411148,154.4,0.197646287869139,"###",10,150,3,80,0,30,50,50,"#####",3,1,"greedy",0,0.05,0.98,0.55,0.6,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.55,0.6,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.55,0.6,"selfish"
"3",14,"2017-06-09 12:50:02","ClassicQ","asym2","###",31.0712264178791,113.2,0.101899857210704,"#",31.8348923411148,154.4,0.197646287869139,"###",10,150,3,80,0,10,50,50,"#####",3,1,"greedy",0,0.05,0.98,0.55,0.6,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.55,0.6,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.55,0.6,"selfish"
"1",15,"2017-06-09 12:51:00","ClassicQ","sym","###",38.6735697860955,169.5,0.172145457960362,"#",38.4595891813732,186.5,0.136620847763534,"###",10,150,3,80,0,50,50,50,"#####",2,1,"greedy",0,0.05,0.98,0.55,0.75,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.55,0.75,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.55,0.75,"selfish"
"2",15,"2017-06-09 12:51:00","ClassicQ","asym1","###",32.8901961076549,194.6,0.532440358123508,"#",38.4595891813732,186.5,0.136620847763534,"###",10,150,3,80,0,30,50,50,"#####",2,1,"greedy",0,0.05,0.98,0.55,0.75,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.55,0.75,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.55,0.75,"selfish"
"3",15,"2017-06-09 12:51:00","ClassicQ","asym2","###",43.1278332402638,157.1,0.0125428582633252,"#",38.4595891813732,186.5,0.136620847763534,"###",10,150,3,80,0,10,50,50,"#####",2,1,"greedy",0,0.05,0.98,0.55,0.75,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.55,0.75,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.55,0.75,"selfish"
"1",16,"2017-06-09 12:52:30","ClassicQ","sym","###",36.158993041535,158.5,0.158950609272861,"#",38.4833201000892,186.6,0.126020088759847,"###",10,150,3,80,0,50,50,50,"#####",3,1,"greedy",0,0.05,0.98,0.55,0.75,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.55,0.75,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.55,0.75,"selfish"
"2",16,"2017-06-09 12:52:30","ClassicQ","asym1","###",30.8288014687565,182.4,0.525728587542368,"#",38.4833201000892,186.6,0.126020088759847,"###",10,150,3,80,0,30,50,50,"#####",3,1,"greedy",0,0.05,0.98,0.55,0.75,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.55,0.75,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.55,0.75,"selfish"
"3",16,"2017-06-09 12:52:30","ClassicQ","asym2","###",46.7440905355961,170.3,0.0153448611529,"#",38.4833201000892,186.6,0.126020088759847,"###",10,150,3,80,0,10,50,50,"#####",3,1,"greedy",0,0.05,0.98,0.55,0.75,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.55,0.75,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.55,0.75,"selfish"
"1",17,"2017-06-09 12:53:26","ClassicQ","sym","###",39.439130314955,172.9,0.172145457960361,"#",37.0210550703045,179.5,0.17837331610095,"###",10,150,3,80,0,50,50,50,"#####",2,1,"greedy",0,0.05,0.98,0.55,0.9,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.55,0.9,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.55,0.9,"selfish"
"2",17,"2017-06-09 12:53:26","ClassicQ","asym1","###",32.8901961076549,194.6,0.532440358123508,"#",37.0210550703045,179.5,0.17837331610095,"###",10,150,3,80,0,30,50,50,"#####",2,1,"greedy",0,0.05,0.98,0.55,0.9,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.55,0.9,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.55,0.9,"selfish"
"3",17,"2017-06-09 12:53:26","ClassicQ","asym2","###",38.3987702349379,139.9,0.0614440004024439,"#",37.0210550703045,179.5,0.17837331610095,"###",10,150,3,80,0,10,50,50,"#####",2,1,"greedy",0,0.05,0.98,0.55,0.9,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.55,0.9,"selfish","#####",2,1,"greedy",0,0.05,0.98,0.55,0.9,"selfish"
"1",18,"2017-06-09 12:54:53","ClassicQ","sym","###",38.6735697860955,169.5,0.172145457960362,"#",39.5946030740629,192,0.136876331541164,"###",10,150,3,80,0,50,50,50,"#####",3,1,"greedy",0,0.05,0.98,0.55,0.9,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.55,0.9,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.55,0.9,"selfish"
"2",18,"2017-06-09 12:54:53","ClassicQ","asym1","###",33.7085300777118,199.4,0.532440358123508,"#",39.5946030740629,192,0.136876331541164,"###",10,150,3,80,0,30,50,50,"#####",3,1,"greedy",0,0.05,0.98,0.55,0.9,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.55,0.9,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.55,0.9,"selfish"
"3",18,"2017-06-09 12:54:53","ClassicQ","asym2","###",45.5114027225901,165.8,0.0153448611529,"#",39.5946030740629,192,0.136876331541164,"###",10,150,3,80,0,10,50,50,"#####",3,1,"greedy",0,0.05,0.98,0.55,0.9,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.55,0.9,"selfish","#####",3,1,"greedy",0,0.05,0.98,0.55,0.9,"selfish"
"1",19,"2017-06-09 12:55:51","ClassicQ","sym","###",37.9189266725734,166.2,0.172145457960361,"#",36.7520117867086,178.2,0.128004859914513,"###",10,150,3,80,0,50,50,50,"#####",2,1,"greedy",0,0.05,0.995,0.25,0.6,"selfish","#####",2,1,"greedy",0,0.05,0.995,0.25,0.6,"selfish","#####",2,1,"greedy",0,0.05,0.995,0.25,0.6,"selfish"
"2",19,"2017-06-09 12:55:51","ClassicQ","asym1","###",30.6113359540039,181.1,0.514217792108999,"#",36.7520117867086,178.2,0.128004859914513,"###",10,150,3,80,0,30,50,50,"#####",2,1,"greedy",0,0.05,0.995,0.25,0.6,"selfish","#####",2,1,"greedy",0,0.05,0.995,0.25,0.6,"selfish","#####",2,1,"greedy",0,0.05,0.995,0.25,0.6,"selfish"
"3",19,"2017-06-09 12:55:51","ClassicQ","asym2","###",40.9540257144792,149.2,0.00678382334434078,"#",36.7520117867086,178.2,0.128004859914513,"###",10,150,3,80,0,10,50,50,"#####",2,1,"greedy",0,0.05,0.995,0.25,0.6,"selfish","#####",2,1,"greedy",0,0.05,0.995,0.25,0.6,"selfish","#####",2,1,"greedy",0,0.05,0.995,0.25,0.6,"selfish"
"1",20,"2017-06-09 12:57:18","ClassicQ","sym","###",37.08159921039,162.5,0.165763594635522,"#",38.4539310710207,186.5,0.132698280825361,"###",10,150,3,80,0,50,50,50,"#####",3,1,"greedy",0,0.05,0.995,0.25,0.6,"selfish","#####",3,1,"greedy",0,0.05,0.995,0.25,0.6,"selfish","#####",3,1,"greedy",0,0.05,0.995,0.25,0.6,"selfish"
"2",20,"2017-06-09 12:57:18","ClassicQ","asym1","###",31.981479015205,189.2,0.529089320199296,"#",38.4539310710207,186.5,0.132698280825361,"###",10,150,3,80,0,30,50,50,"#####",3,1,"greedy",0,0.05,0.995,0.25,0.6,"selfish","#####",3,1,"greedy",0,0.05,0.995,0.25,0.6,"selfish","#####",3,1,"greedy",0,0.05,0.995,0.25,0.6,"selfish"
"3",20,"2017-06-09 12:57:18","ClassicQ","asym2","###",45.1470314023463,164.5,0.0153448611529,"#",38.4539310710207,186.5,0.132698280825361,"###",10,150,3,80,0,10,50,50,"#####",3,1,"greedy",0,0.05,0.995,0.25,0.6,"selfish","#####",3,1,"greedy",0,0.05,0.995,0.25,0.6,"selfish","#####",3,1,"greedy",0,0.05,0.995,0.25,0.6,"selfish"
"1",21,"2017-06-09 12:58:15","ClassicQ","sym","###",33.6049847492898,147.3,0.168587633207855,"#",37.3959445216546,181.3,0.134189913883986,"###",10,150,3,80,0,50,50,50,"#####",2,1,"greedy",0,0.05,0.995,0.25,0.75,"selfish","#####",2,1,"greedy",0,0.05,0.995,0.25,0.75,"selfish","#####",2,1,"greedy",0,0.05,0.995,0.25,0.75,"selfish"
"2",21,"2017-06-09 12:58:15","ClassicQ","asym1","###",32.8901961076549,194.6,0.532440358123508,"#",37.3959445216546,181.3,0.134189913883986,"###",10,150,3,80,0,30,50,50,"#####",2,1,"greedy",0,0.05,0.995,0.25,0.75,"selfish","#####",2,1,"greedy",0,0.05,0.995,0.25,0.75,"selfish","#####",2,1,"greedy",0,0.05,0.995,0.25,0.75,"selfish"
"3",21,"2017-06-09 12:58:15","ClassicQ","asym2","###",44.5455946194458,162.3,0.0153448611529,"#",37.3959445216546,181.3,0.134189913883986,"###",10,150,3,80,0,10,50,50,"#####",2,1,"greedy",0,0.05,0.995,0.25,0.75,"selfish","#####",2,1,"greedy",0,0.05,0.995,0.25,0.75,"selfish","#####",2,1,"greedy",0,0.05,0.995,0.25,0.75,"selfish"
"1",22,"2017-06-09 12:59:42","ClassicQ","sym","###",34.6769295706013,152,0.145803138475281,"#",35.6708097282171,173,0.122373027253786,"###",10,150,3,80,0,50,50,50,"#####",3,1,"greedy",0,0.05,0.995,0.25,0.75,"selfish","#####",3,1,"greedy",0,0.05,0.995,0.25,0.75,"selfish","#####",3,1,"greedy",0,0.05,0.995,0.25,0.75,"selfish"
"2",22,"2017-06-09 12:59:42","ClassicQ","asym1","###",28.8555502075039,170.7,0.476530971496671,"#",35.6708097282171,173,0.122373027253786,"###",10,150,3,80,0,30,50,50,"#####",3,1,"greedy",0,0.05,0.995,0.25,0.75,"selfish","#####",3,1,"greedy",0,0.05,0.995,0.25,0.75,"selfish","#####",3,1,"greedy",0,0.05,0.995,0.25,0.75,"selfish"
