"","sym_h1","sym_h2","sym_h3","sym_others","asym1_h1","asym1_h2","asym1_h3","asym1_others","asym2_h1","asym2_h2","asym2_h3","asym2_others","source"
"1",0,8.75555555555556,22.2222222222222,69.0222222222222,17.2,1.33333333333333,15.0222222222222,66.4444444444444,34.4,1.06666666666667,3.15555555555556,61.3777777777778,"model"
"2",3.3,8,49.5,39.2,34.9,8.2,13.4,43.5,61.7,1.5,6.7,30.1,"experiment"
